GO Primary Key (Year plus Incident Number),Council District,GO Highest Offense Desc,Crime Type,GO Report Date,GO Location,Clearance Status,Clearance Date,GO District,GO Location Zip,GO Census Tract,GO X Coordinate,GO Y Coordinate
20185023887,7,BURGLARY OF VEHICLE,Theft,2018-06-24,10515 N MOPAC EXPY SVRD NB,N,2018-06-25,A,78758,17.53,3116529,10116684
20185029649,8,BURGLARY OF COIN-OP MACHINE,Theft,2018-08-03,7300 W SH 71,N,2018-08-07,D,78735,19.08,3071895,10058559
20183560898,3,THEFT,Theft,2018-12-22,1333 SHORE DISTRICT DR,N,2018-12-27,H,78741,23.04,3119440,10061926
20182190765,9,THEFT,Theft,2018-08-07,2510 GUADALUPE ST,N,2018-08-21,B,78705,6.03,3114504,10078556
20185031710,5,BURGLARY OF VEHICLE,Theft,2018-08-16,1513 STRICKLAND DR,N,2018-08-17,F,78748,24.23,3092757,10038990
20185034207,9,THEFT OF BICYCLE,Theft,2018-08-31,115 SANDRA MURAIDA WAY,N,2018-09-03,G,78703,12,3110432,10070585
20183300720,4,THEFT,Theft,2018-11-26,9414 PARKFIELD DR,C,2018-11-26,E,78758,18.2,3124988,10107324
20183501037,7,THEFT,Theft,2018-12-16,5222 BURNET RD,N,2018-12-20,B,78756,2.06,3114656,10091218
20185035034,6,BURGLARY OF VEHICLE,Theft,2018-09-06,13435 N US 183 HWY SVRD NB,N,2018-09-10,A,78729,204.06,3098564,10135948
20185029828,4,THEFT,Theft,2018-08-04,8912 N LAMAR BLVD,N,2018-08-23,E,78758,18.19,3127054,10103954
20185024651,5,THEFT,Theft,2018-06-29,9300 S IH 35 SB,N,2018-07-02,F,78748,24.21,3100979,10032806
20182190196,9,AGG ROBBERY/DEADLY WEAPON,Robbery,2018-08-07,790 BLOCK E 8TH ST,N,2018-08-15,G,78701,11,3116844,10070768
20185030916,9,THEFT,Theft,2018-08-11,2301 DURWOOD ST,N,2018-08-13,D,78704,13.05,3109883,10061111
20188003131,9,BURGLARY OF VEHICLE,Theft,2018-08-16,2508 EAST SIDE DR,,,D,78704,23.08,3112308,10058480
20183550711,7,THEFT,Theft,2018-12-21,1316 W BRAKER LN,,,E,78758,18.45,3128369,10114047
20185026624,7,THEFT,Theft,2018-07-13,12350 TOMANET TRL,N,2018-07-17,A,78758,18.5,3125829,10125172
20185028865,7,THEFT BY SHOPLIFTING,Theft,2018-07-29,9607 RESEARCH BLVD SVRD NB,N,2018-07-30,A,78759,17.53,3112956,10114736
20182441083,1,THEFT,Theft,2018-09-01,5701 JOHNNY MORRIS RD,N,2018-09-24,C,78724,22.08,3142785,10080215
20185030775,1,BURGLARY OF VEHICLE,Theft,2018-08-10,2204 E 17TH ST,N,2018-08-21,C,78702,8.03,3122229,10074685
20182711474,5,BURGLARY OF RESIDENCE,Burglary,2018-09-28,900 NALIDE ST,N,2018-10-01,D,78745,20.02,3103273,10052822
20185037811,8,BURGLARY OF VEHICLE,Theft,2018-09-24,3918 S MOPAC EXPY SVRD SB,,,D,78746,19.17,3093271,10061581
20182291880,3,THEFT BY SHOPLIFTING,Theft,2018-08-17,601 N IH 35 SVRD NB,C,2018-08-17,G,78702,9.02,3117100,10069985
20185025604,7,THEFT,Theft,2018-07-07,9901 N CAPITAL OF TEXAS HWY NB,N,2018-07-12,A,78759,17.53,3114031,10115218
20185030232,6,THEFT BY SHOPLIFTING,Theft,2018-08-07,11637 RESEARCH BLVD NB,N,2018-08-14,A,78759,17.54,3112199,10124613
20185025504,9,BURGLARY OF VEHICLE,Theft,2018-07-06,2400 LEON ST,,,B,78705,6.03,3111919,10078171
20188003621,9,BURGLARY OF VEHICLE,Theft,2018-09-16,2020 S CONGRESS AVE,N,2018-09-19,D,78704,13.05,3111496,10061694
20185042560,6,THEFT,Theft,2018-10-24,10900 LAKELINE MALL DR,N,2018-12-27,A,78717,203.11,3095631,10145975
20185024333,10,THEFT,Theft,2018-06-27,11708 BROAD OAKS DR,N,2018-08-24,A,78759,17.56,3106438,10127907
20188002537,4,BURGLARY OF VEHICLE,Theft,2018-06-30,6001 MIDDLE FISKVILLE RD,,,I,78752,15.03,3124396,10090821
20181770034,3,AGG ASSAULT,Agg Assault,2018-06-26,907 SPENCE ST,N,2018-07-10,G,78702,10,3116601,10067394
20182080988,9,AUTO THEFT,Auto Theft,2018-07-27,2810 RIO GRANDE ST,N,2018-07-31,B,78705,6.03,3113551,10080278
20182310175,2,AGG ROBBERY/DEADLY WEAPON,Robbery,2018-08-19,2406 S US 183 HWY SB,N,2018-10-04,H,78744,24.31,3133402,10051294
20185026496,7,BURGLARY OF VEHICLE,Theft,2018-07-13,15112 FM 1825 RD,N,2018-07-16,E,78660,18.57,3136987,10135411
20188002516,9,THEFT OF BICYCLE,Theft,2018-06-28,600 W 26TH ST,N,2018-07-06,B,78705,6.03,3113909,10079127
20188002802,9,THEFT,Theft,2018-07-18,208 E 6TH ST,N,2018-07-26,G,78701,11,3114946,10070661
20185039433,5,THEFT,Theft,2018-10-04,3215 PAISANO TRL,N,2018-10-25,F,78745,17.29,3087818,10047336
20181961187,9,THEFT,Theft,2018-07-15,E 7TH ST / BRAZOS ST,N,2018-07-27,G,78701,11,3114842,10070961
20185024947,9,BURGLARY OF VEHICLE,Theft,2018-07-02,TRINITY ST / E 4TH ST,N,2018-07-03,G,78701,11,3115220,10069746
20185042364,2,BURGLARY OF VEHICLE,Theft,2018-10-22,7500 CATS EYE LN,N,2018-11-07,F,78747,24.26,3116032,10032930
20185026147,3,BURGLARY OF VEHICLE,Theft,2018-07-11,2716 E 5TH ST,N,2018-07-17,C,78702,9.02,3124195,10067052
20185037844,1,THEFT,Theft,2018-09-24,1520 RUTHERFORD LN,N,2018-09-26,E,78754,18.34,3133220,10096590
20185048453,9,BURGLARY OF VEHICLE,Theft,2018-12-03,1814 MATAGORDA ST,N,2018-12-11,H,78741,14.03,3116521,10059956
20185041890,3,BURGLARY OF VEHICLE,Theft,2018-10-19,1907 E RIVERSIDE DR,N,2018-10-20,H,78741,23.16,3118781,10061400
20182841424,3,THEFT,Theft,2018-10-11,710 E BEN WHITE BLVD SVRD WB,C,2018-10-11,D,78704,23.08,3111061,10053193
20182460746,3,THEFT OF BICYCLE,Theft,2018-09-03,LIGHTSEY RD / S CONGRESS AVE,N,2018-09-12,D,78704,23.08,3109142,10056658
20185031019,2,BURGLARY OF VEHICLE,Theft,2018-08-12,8515 S IH 35 SVRD NB,N,2018-08-20,F,78744,24.29,3102777,10035020
20182390870,10,BURGLARY NON RESIDENCE,Burglary,2018-08-27,1804 W 35TH ST,N,2018-09-11,B,78731,1.01,3110750,10085377
20182661602,5,SEXUAL ASSAULT W/ OBJECT,Rape,2018-09-23,,N,2018-11-26,D,78745,17.5,,
20182260711,9,THEFT,Theft,2018-08-14,504 W 24TH ST,N,2018-08-16,B,78705,6.03,3114209,10077981
20188003896,7,BURGLARY OF VEHICLE,Theft,2018-07-25,12812 BARTHOLDI ST,N,2018-10-08,E,78753,18.39,3143031,10118870
20185031033,9,BURGLARY OF VEHICLE,Theft,2018-08-12,3203 LARRY LN,N,2018-08-13,C,78722,4.02,3123603,10077364
20182441151,3,AUTO THEFT,Auto Theft,2018-09-01,1500 E 6TH ST,C,2018-09-05,G,78702,9.02,3119252,10069179
20182390994,5,BURGLARY OF VEHICLE,Theft,2018-08-27,2501 S LAMAR BLVD,N,2018-11-07,D,78704,20.05,3103438,10062487
20182610950,9,BURGLARY OF RESIDENCE,Burglary,2018-09-18,5004 CAMACHO ST,N,2018-09-21,B,78723,3.06,3128931,10081246
20182560022,7,THEFT BY SHOPLIFTING,Theft,2018-09-13,1624 E HOWARD LN,C,2018-11-26,E,78660,18.4,3145987,10121013
20182810542,6,BURGLARY OF VEHICLE,Theft,2018-10-08,13535 LYNDHURST ST,N,2018-11-09,A,78717,203.11,3099259,10146182
20181840180,2,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,2018-07-03,2518 ROCKRIDGE DR,C,2018-07-10,F,78744,24.27,3111419,10039693
20185042453,1,THEFT BY SHOPLIFTING,Theft,2018-10-23,2001 AIRPORT BLVD,N,2018-11-14,C,78723,21.09,3126422,10076652
20183030549,5,BURGLARY OF RESIDENCE,Burglary,2018-10-30,9319 INDEPENDENCE LOOP,N,2019-01-17,F,78748,24.23,3092672,10036366
20185042529,7,BURGLARY OF VEHICLE,Theft,2018-10-23,12419 FALLEN TOWER LN,N,2018-10-24,E,78753,18.39,3140493,10117477
20182500411,9,THEFT,Theft,2018-09-07,600 BLOCK N IH 35 SVRD SB,N,2018-09-10,G,78701,11,3116817,10070195
20185050821,10,THEFT,Theft,2018-12-17,12202 DUNDEE DR,N,2019-01-03,A,78759,17.56,3105255,10129958
20185036615,9,THEFT,Theft,2018-09-16,507 WALSH ST,N,2018-09-17,B,78703,12,3109593,10072133
20182600779,1,AUTO THEFT,Auto Theft,2018-09-17,11619 LOWESWATER LN,C,2019-01-24,C,78754,18.56,3153954,10103236
20182510601,1,AUTO THEFT,Auto Theft,2018-09-08,11605 TIMBER HEIGHTS DR,N,2018-09-27,E,78754,18.34,3141912,10110955
20185037397,8,BURGLARY OF VEHICLE,Theft,2018-09-20,2418 STRATFORD DR,N,2018-09-27,D,78746,19.1,3104305,10072771
20185024602,3,THEFT BY SHOPLIFTING,Theft,2018-06-29,2701 E 7TH ST,N,2018-07-02,C,78702,9.02,3124305,10067892
20182321773,3,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,2018-08-20,1711 E OLTORF ST,C,2018-08-22,H,78741,23.07,3115876,10057949
20182590607,2,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,2018-09-16,6607 S IH 35 SVRD NB,N,2018-10-12,F,78744,24.27,3106736,10041724
20185035295,4,THEFT,Theft,2018-09-07,8511 NEW HAMPSHIRE DR,N,2018-09-10,E,78758,18.05,3124002,10103632
20185036624,9,THEFT,Theft,2018-09-16,422 E 6TH ST,N,2018-09-17,G,78701,11,3115730,10070453
20181991490,8,BURGLARY OF VEHICLE,Theft,2018-07-18,4625 W WILLIAM CANNON DR,N,2018-07-25,D,78749,17.38,3082868,10053772
20185044274,7,THEFT FROM BUILDING,Theft,2018-11-05,11113 RESEARCH BLVD SVRD NB,N,2018-11-07,A,78759,17.54,3112507,10120846
20183180218,9,BURGLARY NON RESIDENCE,Burglary,2018-11-14,115 SANDRA MURAIDA WAY,N,2018-11-29,G,78703,12,3110432,10070585
20182071153,10,AUTO THEFT,Auto Theft,2018-07-26,7205 HART LN,N,2018-07-26,B,78731,17.52,3109600,10102733
20185031741,2,THEFT,Theft,2018-08-16,3600 PRESIDENTIAL BLVD,N,2018-10-08,AP,78719,9800,3138850,10047302
20185040050,6,THEFT OF AUTO PARTS,Theft,2018-10-08,10800 LAKELINE BLVD,N,2018-10-09,A,78717,203.11,3096821,10148026
20185049463,1,THEFT,Theft,2018-12-09,3506 DARBY ST,N,2019-01-10,C,78721,21.1,3137077,10072037
20182420023,9,THEFT,Theft,2018-08-30,303 W 15TH ST,,,B,78701,7,3114313,10074184
20185039013,9,THEFT,Theft,2018-10-01,1108 LAVACA ST,N,2018-10-02,G,78701,11,3114048,10072969
20182861436,4,THEFT,Theft,2018-10-13,1088 PARK PLZ,N,2018-10-16,E,78753,18.13,3131784,10100561
20183270768,4,AUTO THEFT,Auto Theft,2018-11-23,601 FARLEY DR,N,2018-12-18,E,78753,18.23,3133609,10110565
20185024881,7,BURGLARY OF VEHICLE,Theft,2018-07-02,11901 N MOPAC EXPY SVRD NB,N,2018-07-02,A,78758,18.49,3120547,10121509
20182500366,6,AUTO THEFT,Auto Theft,2018-09-07,12989 N US 183 HWY SVRD NB,N,2018-09-11,A,78729,204.06,3102417,10132355
20181941704,7,AUTO THEFT,Auto Theft,2018-07-13,13011 MC CALLEN PASS,N,2018-07-17,E,78753,18.39,3138908,10123127
20185037679,2,THEFT OF BICYCLE,Theft,2018-09-22,730 W STASSNEY LN,N,2018-09-24,D,78745,24.1,3102401,10049301
20185042251,7,THEFT,Theft,2018-10-22,801 SUGAREE AVE,N,2018-10-24,I,78757,15.04,3121512,10097495
20185039220,1,THEFT,Theft,2018-10-02,1106 MYRTLE ST,N,2018-10-04,C,78702,8.04,3119022,10071672
20185051558,7,THEFT,Theft,2018-12-22,13212 N LAMAR BLVD,N,2019-02-12,E,78753,18.48,3134113,10125638
20183320595,3,BURGLARY NON RESIDENCE,Burglary,2018-11-28,7000 E BEN WHITE BLVD SVRD WB,N,2019-01-11,H,78741,23.12,3127622,10051836
20188004113,9,THEFT OF BICYCLE,Theft,2018-10-18,2505 LONGVIEW ST,N,2018-11-14,B,78705,6.03,3111781,10078698
20185043431,3,BURGLARY OF VEHICLE,Theft,2018-10-30,5002 WEIDEMAR LN,N,2018-11-01,D,78745,24.03,3108744,10048237
20182691159,1,BURGLARY OF VEHICLE,Theft,2018-09-26,5714 MANOR RD,N,2018-09-27,I,78723,21.12,3133462,10084622
20185044069,3,BURGLARY OF VEHICLE,Theft,2018-11-02,3401 S IH 35 SVRD NB,N,2018-11-14,H,78741,23.07,3113742,10054371
20185044073,7,BURGLARY OF VEHICLE,Theft,2018-11-02,12509 N LAMAR BLVD,N,2018-11-23,E,78753,18.48,3133635,10122508
20185040336,7,BURGLARY OF VEHICLE,Theft,2018-10-10,9012 RESEARCH BLVD SVRD SB,N,2018-10-10,I,78757,18.18,3119219,10108621
20185044539,6,BURGLARY OF VEHICLE,Theft,2018-11-06,11723 RUNNING FOX TRL,N,2018-11-07,A,78759,17.54,3115907,10123414
20183550606,9,THEFT,Theft,2018-12-21,1401 BOULDIN AVE,N,2019-01-14,D,78704,13.05,3109725,10064766
20185038327,3,BURGLARY OF VEHICLE,Theft,2018-09-26,2400 E OLTORF ST,N,2018-09-28,H,78741,23.16,3118636,10056889
20183180992,3,BURGLARY OF VEHICLE,Theft,2018-11-14,2608 GONZALES ST,C,2018-11-15,C,78702,9.02,3124065,10068591
20185046926,9,THEFT,Theft,2018-11-21,4810 ROWENA ST,N,2018-11-26,B,78751,3.05,3119638,10087347
20183060368,7,BURGLARY NON RESIDENCE,Burglary,2018-11-02,12900 BLOCK PARMER RIDGE DR,N,2019-01-06,E,78753,18.39,3139591,10121788
20183112040,1,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,2018-11-08,1901 E ANDERSON LN SVRD EB,C,2018-11-08,I,78752,18.11,3133257,10093621
20183330221,7,BURGLARY NON RESIDENCE,Burglary,2018-11-29,13609 N IH 35 SVRD NB,N,2018-12-14,E,78753,18.39,3135873,10127479
20183410208,3,BURGLARY OF RESIDENCE,Burglary,2018-12-07,2305 MISSION HILL DR,N,2018-12-07,H,78741,23.07,3116614,10052042
20185044835,5,BURGLARY OF VEHICLE,Theft,2018-11-07,2059 S LAMAR BLVD,N,2018-11-18,D,78704,13.04,3105892,10063377
20185039463,2,BURGLARY OF VEHICLE,Theft,2018-10-04,1701 DIRECTORS BLVD,N,2018-10-05,F,78744,24.11,3111966,10050706
20185043900,1,THEFT,Theft,2018-11-02,5808 SWEENEY CIR,N,2018-11-05,I,78723,21.07,3133911,10084881
20185041959,2,THEFT,Theft,2018-10-19,730 W STASSNEY LN,N,2018-10-22,D,78745,24.1,3102401,10049301
20185029497,2,THEFT,Theft,2018-08-02,700 E WILLIAM CANNON DR,N,2018-08-29,F,78745,24.02,3105539,10042785
20188004027,8,THEFT FROM PERSON,Theft,2018-10-14,2100 BARTON SPRINGS RD,N,2018-10-16,D,78746,19.11,3106393,10070460
20185038824,7,THEFT,Theft,2018-09-30,11500 ROCK ROSE AVE,N,2018-10-01,A,78758,18.49,3119460,10119310
20185034476,3,THEFT OF BICYCLE,Theft,2018-09-03,1840 BURTON DR,N,2018-09-03,H,78741,23.15,3118629,10058878
20185045945,7,BURGLARY OF VEHICLE,Theft,2018-11-15,9012 RESEARCH BLVD SVRD SB,N,2018-11-15,I,78757,18.18,3119219,10108621
20182491033,9,AUTO THEFT,Auto Theft,2018-09-06,908 KEITH LN,N,2018-09-18,B,78705,4.01,3119557,10079470
20182961135,7,THEFT,Theft,2018-10-23,1434 W WELLS BRANCH PKWY,C,2018-11-02,E,78660,18.4,3137594,10134827
20185051174,6,BURGLARY OF VEHICLE,Theft,2018-12-19,13201 N FM 620 RD NB,N,2019-01-01,A,78729,204.08,3096967,10143063
20183130399,1,BURGLARY NON RESIDENCE,Burglary,2018-11-09,4701 E MARTIN LUTHER KING JR BLVD,N,2018-12-13,C,78721,21.09,3133747,10077675
20182570934,9,THEFT OF TRAILER,Theft,2018-09-14,1000 E RIVERSIDE DR,,,H,78704,14.02,3115801,10064181
20181960995,6,THEFT BY SHOPLIFTING,Theft,2018-07-15,14028 N US 183 HWY SVRD SB,C,2018-07-15,A,78613,203.18,3093585,10146428
20185027332,2,BURGLARY OF VEHICLE,Theft,2018-07-19,4911 S IH 35 SVRD NB,N,2018-07-19,F,78744,24.11,3110342,10048148
20182040891,10,THEFT,Theft,2018-07-23,5813 TRAILRIDGE DR,N,2019-03-08,B,78731,17.18,3108976,10097496
20185049409,9,BURGLARY OF VEHICLE,Theft,2018-12-08,501 W 3RD ST,N,2018-12-11,G,78701,11,3112364,10070131
20185049413,8,BURGLARY OF VEHICLE,Theft,2018-12-08,2901 S CAPITAL OF TEXAS HWY NB,N,2018-12-11,D,78746,19.1,3094135,10066586
20183411404,5,AUTO THEFT,Auto Theft,2018-12-07,515 E SLAUGHTER LN,N,2019-01-08,F,78744,24.25,3103831,10032503
20185044785,4,THEFT BY SHOPLIFTING,Theft,2018-11-07,8601 RESEARCH BLVD SVRD NB,N,2018-11-15,E,78758,18.05,3121691,10105147
20183120729,8,BURGLARY OF VEHICLE,Theft,2018-11-08,4701 STAGGERBRUSH RD,N,2018-11-19,D,78749,17.49,3084972,10057406
20182851822,10,BURGLARY OF RESIDENCE,Burglary,2018-10-12,3517 NORTH HILLS DR,N,2018-10-16,B,78731,17.18,3109776,10100172
20182870548,9,THEFT,Theft,2018-10-14,2400 LONGVIEW ST,N,2018-10-16,B,78705,6.03,3111478,10078180
20183451178,1,BURGLARY OF RESIDENCE,Burglary,2018-12-11,7101 MILLRACE DR,N,2018-12-18,C,78724,22.01,3141901,10086131
20182330962,3,BURGLARY OF RESIDENCE,Burglary,2018-08-21,1803 E CESAR CHAVEZ ST,N,2018-08-22,G,78702,10,3119894,10066957
20182821576,4,THEFT BY SHOPLIFTING,Theft,2018-10-09,1762 COLONY CREEK DR,N,2018-10-15,E,78758,18.2,3122136,10107929
20185042502,1,THEFT,Theft,2018-10-23,5601 COVENTRY LN,N,2018-10-24,I,78723,21.06,3132506,10084493
20182110282,4,AUTO THEFT,Auto Theft,2018-07-30,2003 LAZY BROOK CIR,C,2018-07-30,I,78723,21.06,3130770,10084499
20185027196,2,BURGLARY OF VEHICLE,Theft,2018-07-18,6307 BLUFF SPRINGS RD,N,2018-07-18,F,78744,24.19,3107777,10042709
20183091454,7,BURGLARY OF RESIDENCE,Burglary,2018-11-05,9100 WATERFORD CENTRE BLVD,N,2018-11-28,A,78758,18.49,3117292,10110324
20182740822,6,BURGLARY NON RESIDENCE,Burglary,2018-10-01,12903 N FM 620 RD NB,N,2019-01-08,A,78750,204.03,3094456,10142653
20188004233,6,BURGLARY OF VEHICLE,Theft,2018-10-24,12827 N FM 620 RD NB,N,2018-11-01,A,78750,204.03,3093981,10142323
20182721651,2,BURGLARY OF RESIDENCE,Burglary,2018-09-29,5402 SALEM HILL DR,N,2018-11-07,D,78745,24.09,3100059,10050895
20182170998,4,THEFT,Theft,2018-08-05,8900 N LAMAR BLVD,N,2018-08-09,E,78758,18.19,3126923,10103871
20183450274,3,AUTO THEFT,Auto Theft,2018-12-11,2200 WILLOW CREEK DR,N,2018-12-11,H,78741,23.15,3118401,10057171
20185051217,3,BURGLARY OF VEHICLE,Theft,2018-12-20,625 E STASSNEY LN,N,2019-01-08,F,78745,24.02,3106502,10046087
20185051223,10,BURGLARY OF VEHICLE,Theft,2018-12-20,4159 STECK AVE,N,2018-12-21,B,78759,17.06,3108684,10110188
20185051262,6,BURGLARY OF VEHICLE,Theft,2018-12-20,13000 N FM 620 RD SB,N,2018-12-27,A,78613,203.18,3094384,10143182
20183080382,4,BURGLARY NON RESIDENCE,Burglary,2018-11-04,306 E 53RD ST,N,2019-02-05,I,78751,15.03,3121251,10088734
20185049528,5,THEFT,Theft,2018-12-09,11111 CHAMPIONS LN,N,2018-12-19,F,78747,24.28,3102589,10020575
20185049535,3,BURGLARY OF VEHICLE,Theft,2018-12-09,2101 JESSE E SEGOVIA ST,N,2018-12-12,C,78702,10,3120143,10064188
20185032878,5,BURGLARY OF VEHICLE,Theft,2018-08-23,7413 WEST GATE BLVD,N,2018-08-29,F,78745,17.28,3090943,10045898
20183471970,4,BURGLARY OF VEHICLE,Theft,2018-12-13,901 E KOENIG LN SVRD EB,N,2018-12-17,I,78751,21.05,3124188,10090094
20183550787,9,BURGLARY OF VEHICLE,Theft,2018-12-21,85 TRINITY ST,N,2018-12-27,G,78701,11,3114906,10068359
20185052003,7,BURGLARY OF VEHICLE,Theft,2018-12-26,3211 FEATHERGRASS CT,N,2018-12-27,A,78758,18.49,3118106,10116811
20185051459,7,THEFT BY SHOPLIFTING,Theft,2018-12-21,3210 KRAMER LN,,,A,78758,18.49,3118280,10118029
20181900444,3,BURGLARY NON RESIDENCE,Burglary,2018-07-09,6601 FELIX AVE,C,2018-08-27,H,78741,23.12,3130039,10058586
20183220645,4,AUTO THEFT,Auto Theft,2018-11-18,1088 PARK PLZ,C,2018-11-19,E,78753,18.13,3131784,10100561
20183380780,3,BURGLARY OF VEHICLE,Theft,2018-12-04,903 MONTOPOLIS DR,N,2019-01-02,H,78741,23.12,3129173,10059178
20185050243,9,THEFT,Theft,2018-12-13,711 W 38TH ST,N,2018-12-14,B,78705,2.04,3114590,10083677
20185047585,2,THEFT,Theft,2018-11-27,7800 S 1ST ST,N,2018-11-27,F,78745,24.24,3099434,10040254
20183140494,2,AUTO THEFT,Auto Theft,2018-11-10,13012 VIZQUEL LOOP,,,H,78617,24.33,3155249,10037389
20182350024,4,AGG ASSAULT,Agg Assault,2018-08-23,RUTLAND DR / N LAMAR BLVD,N,2018-09-24,E,78758,18.22,3128250,10106297
20185037323,6,BURGLARY OF VEHICLE,Theft,2018-09-20,12410 ALAMEDA TRACE CIR,N,2018-09-24,A,78727,17.86,3112201,10130553
20185043179,9,THEFT,Theft,2018-10-28,209 E 6TH ST,N,2018-10-29,G,78701,11,3114846,10070494
20185024576,9,THEFT,Theft,2018-06-29,823 CONGRESS AVE,N,2018-06-29,G,78701,11,3114720,10071679
20185046196,1,THEFT FROM AUTO,Theft,2018-11-16,8291 SPRINGDALE RD,N,2018-12-03,C,78724,22.01,3141505,10092391
20185052432,9,BURGLARY OF VEHICLE,Theft,2018-12-30,1000 E 30TH ST,N,2018-12-31,B,78705,4.01,3119846,10078219
20185051364,7,THEFT,Theft,2018-12-20,15116 FM 1825 RD,N,2019-02-07,E,78660,18.57,3137184,10135522
20183621612,1,AGG ASSAULT,Agg Assault,2018-12-28,1103 CONCHO ST,C,2019-01-11,C,78702,8.04,3120550,10071055
20183361331,9,AUTO THEFT,Auto Theft,2018-12-02,2000 S IH 35 SVRD SB,N,2018-12-03,H,78704,14.02,3115578,10059684
20183420091,7,BURGLARY NON RESIDENCE,Burglary,2018-12-08,3206 INDUSTRIAL TER,N,2019-02-07,A,78758,18.49,3116787,10112175
20182191526,4,THEFT,Theft,2018-08-07,10601 N LAMAR BLVD,N,2018-08-14,E,78753,18.23,3130070,10109861
20183270517,5,AUTO THEFT,Auto Theft,2018-11-23,3622 MANCHACA RD,N,2018-11-27,D,78704,20.04,3101540,10059488
20183101431,3,THEFT,Theft,2018-11-06,2400 S CONGRESS AVE,C,2018-11-08,D,78704,13.08,3110844,10059841
20181970308,9,BURGLARY NON RESIDENCE,Burglary,2018-07-16,2915 MEDICAL ARTS ST,N,2018-07-24,B,78705,4.01,3118774,10078620
20185042302,10,THEFT,Theft,2018-10-22,9700 MC NEIL DR,N,2018-10-23,A,78750,17.16,3085569,10116738
20182590512,1,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,2018-09-16,12041 DESSAU RD,C,2018-10-03,E,78754,18.34,3141933,10112339
20185051736,5,BURGLARY OF VEHICLE,Theft,2018-12-23,9300 S IH 35 SVRD SB,N,2019-01-02,F,78748,24.21,3100423,10033116
20182091365,3,THEFT,Theft,2018-07-28,2508 E RIVERSIDE DR,C,2018-07-30,H,78741,23.04,3120958,10059176
20181730506,8,AUTO THEFT,Auto Theft,2018-06-22,6601 RIALTO BLVD,N,2018-07-03,D,78735,19.15,3077594,10062914
20183371063,9,AUTO THEFT,Auto Theft,2018-12-03,2515 LEON ST,C,2019-01-23,B,78705,6.03,3112232,10078864
20185046994,4,THEFT,Theft,2018-11-22,8552 N LAMAR BLVD,N,2019-01-07,E,78758,18.05,3125171,10102580
20185050262,9,BURGLARY OF VEHICLE,Theft,2018-12-14,710 TRINITY ST,N,2018-12-14,G,78701,11,3115507,10071040
20185024431,8,BURGLARY NON RESIDENCE,Burglary,2018-06-28,7720 W SH 71,N,2018-08-15,D,78735,19.08,3070374,10060846
20183400641,7,BURGLARY OF VEHICLE,Theft,2018-12-06,12901 N IH 35 SVRD NB,,,E,78753,18.39,3135967,10124812
20185051263,3,BURGLARY OF VEHICLE,Theft,2018-12-20,1914 E 6TH ST,N,2018-12-24,C,78702,9.02,3121077,10068586
20185051292,9,BURGLARY OF VEHICLE,Theft,2018-12-20,117 E 4TH ST,N,2018-12-21,G,78701,11,3114418,10069955
20185051755,9,BURGLARY OF VEHICLE,Theft,2018-12-24,112 E 5TH ST,N,2018-12-24,G,78701,11,3114514,10070388
20185040713,1,THEFT,Theft,2018-10-12,2007 TILLERY ST,N,2018-11-07,C,78723,21.09,3127085,10077088
20183381442,2,AGG ROBBERY/DEADLY WEAPON,Robbery,2018-12-04,5303 NUCKOLS CROSSING RD,C,2018-12-07,F,78744,24.31,3116260,10043416
20185049561,2,THEFT,Theft,2018-12-09,2101 E BEN WHITE BLVD SVRD EB,N,2018-12-10,F,78744,24.11,3114583,10051563
20183471281,9,SEXUAL ASSAULT W/ OBJECT,Rape,2018-12-13,,N,2019-01-11,B,78751,3.04,,
20183371494,4,BURGLARY OF VEHICLE,Theft,2018-12-03,8565 RESEARCH BLVD SVRD NB,N,2018-12-05,E,78758,18.05,3121769,10104851
20183511594,1,THEFT,Theft,2018-12-17,7227 E US 290 HWY EB,N,2019-01-22,I,78723,21.12,3133503,10091149
20185049948,9,THEFT,Theft,2018-12-11,503 E 6TH ST,N,2019-01-02,G,78701,11,3115808,10070212
20185033692,9,THEFT OF BICYCLE,Theft,2018-08-28,505 W 22ND ST,N,2018-08-28,B,78705,6.04,3113974,10076884
20185051743,9,BURGLARY OF VEHICLE,Theft,2018-12-23,EAST AVE / RIVER ST,N,2018-12-26,G,78701,11,3115877,10066976
20185028614,7,BURGLARY OF VEHICLE,Theft,2018-07-27,10201 STONELAKE BLVD,N,2018-07-30,A,78759,17.53,3114356,10116458
20183352086,3,THEFT BY SHOPLIFTING,Theft,2018-12-02,1508 MONTOPOLIS DR,N,2018-12-12,H,78741,23.18,3127718,10056671
20185030320,2,BURGLARY OF VEHICLE,Theft,2018-08-08,5801 AINEZ DR,N,2018-08-14,F,78744,24.31,3116449,10041252
20183501765,3,BURGLARY NON RESIDENCE,Burglary,2018-12-16,2010 E 6TH ST,N,2018-12-17,C,78702,9.02,3121446,10068483
20183290861,3,BURGLARY NON RESIDENCE,Burglary,2018-11-25,2223 WATERLOO CITY LN,N,2018-11-28,H,78741,23.04,3120595,10061394
