GO Primary Key (Year plus Incident Number),Council District,GO Highest Offense Desc,Crime Type,GO Report Date,GO Location,Clearance Status,Clearance Date,GO District,GO Location Zip,GO Census Tract,GO X Coordinate,GO Y Coordinate
20183440706,9,AUTO THEFT,Auto Theft,2018-12-10,2902 HAMPTON RD,N,2018-12-19,B,78705,4.01,3118304,10078620
20185041473,9,THEFT BY SHOPLIFTING,Theft,2018-10-16,1201 BARBARA JORDAN BLVD,N,2018-10-17,B,78723,3.06,3124601,10084923
20188002409,10,BURGLARY OF VEHICLE,Theft,2018-06-22,2600 LAKE AUSTIN BLVD,N,2018-06-27,B,78703,16.02,3104471,10074894
20181860919,4,BURGLARY OF RESIDENCE,Burglary,2018-07-05,5330 N IH 35 SVRD SB,N,2018-09-13,I,78751,21.05,3124538,10087177
20185037796,7,BURGLARY OF VEHICLE,Theft,2018-09-24,12802 POWDERHORN ST,N,2018-09-24,A,78727,18.47,3129160,10126575
20183131090,3,THEFT,Theft,2018-11-09,1600 WICKERSHAM LN,N,2018-12-18,H,78741,23.18,3122229,10059265
20185029897,2,BURGLARY OF VEHICLE,Theft,2018-08-05,4533 S IH 35 SVRD NB,N,2018-08-06,F,78744,24.11,3111190,10049228
20185028985,1,BURGLARY OF VEHICLE,Theft,2018-07-30,12012 LANSDOWNE RD,N,2018-08-03,C,78754,18.56,3155703,10103816
20185035460,8,THEFT,Theft,2018-09-09,5800 W SLAUGHTER LN,N,2018-09-11,D,78749,17.37,3072565,10045990
20182360218,1,THEFT,Theft,2018-08-24,4805 RIBBECKE AVE,N,2018-09-03,C,78721,21.09,3133039,10075310
20181940017,7,BURGLARY OF RESIDENCE,Burglary,2018-07-13,8109 EXMOOR DR,N,2018-07-24,I,78757,18.18,3118161,10104284
20185051215,10,BURGLARY OF VEHICLE,Theft,2018-12-20,4411 SPICEWOOD SPRINGS RD,N,2018-12-21,B,78731,17.05,3108358,10108761
20185052251,5,BURGLARY OF VEHICLE,Theft,2018-12-28,6900 WINDRIFT WAY,N,2019-01-02,F,78745,24.24,3097174,10045256
20185052318,9,THEFT BY SHOPLIFTING,Theft,2018-12-28,907 W 5TH ST,N,2019-01-03,G,78703,12,3110792,10071296
20182460810,7,THEFT BY SHOPLIFTING,Theft,2018-09-03,10107 RESEARCH BLVD NB,C,2018-09-03,A,78759,17.53,3112274,10116346
20185030541,7,BURGLARY OF VEHICLE,Theft,2018-08-09,10011 STONELAKE BLVD,N,2018-08-13,A,78759,17.53,3114834,10115974
20185030554,9,THEFT,Theft,2018-08-09,801 RED RIVER ST,,,G,78701,11,3116406,10070996
20185041715,6,BURGLARY OF VEHICLE,Theft,2018-10-18,13021 LEGENDARY DR,N,2018-10-18,A,78727,17.85,3116805,10131649
20185023581,7,THEFT,Theft,2018-06-22,8425 BURNET RD,N,2018-06-22,I,78757,18.18,3118159,10106318
20185031352,8,THEFT FROM AUTO,Theft,2018-08-14,9125 W SH 71,N,2018-08-16,D,78736,17.69,3062906,10065808
20181850917,6,AUTO THEFT,Auto Theft,2018-07-04,13201 LEGENDARY DR,N,2018-07-26,A,78727,17.85,3116797,10132195
20182250442,4,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,2018-08-13,1001 W RUNDBERG LN,C,2018-08-25,E,78758,18.19,3126932,10106065
20185023858,8,BURGLARY OF VEHICLE,Theft,2018-06-24,2400 BLOCK STRATFORD DR,N,2018-06-25,D,78746,19.1,3104497,10072363
20182680578,8,AUTO THEFT,Auto Theft,2018-09-25,4701 MONTEREY OAKS BLVD,N,2018-10-09,D,78749,17.49,3084192,10056464
20182160953,9,THEFT,Theft,2018-08-04,2110 WIRTZ AVE,N,2018-09-11,D,78704,13.05,3107251,10062862
20182481166,7,THEFT,Theft,2018-09-05,2525 W ANDERSON LN,C,2018-09-05,B,78757,15.01,3116494,10102601
20185035471,6,THEFT BY SHOPLIFTING,Theft,2018-09-09,11200 LAKELINE MALL DR,N,2018-09-10,A,78613,203.18,3092523,10143915
20185031390,3,THEFT,Theft,2018-08-14,501 E STASSNEY LN,N,2018-08-16,F,78745,24.02,3105694,10046463
20185026586,9,BURGLARY OF VEHICLE,Theft,2018-07-13,3700 N IH 35 SVRD SB,N,2018-09-10,B,78705,4.01,3121003,10080324
20183390563,2,AUTO THEFT,Auto Theft,2018-12-05,3600 PRESIDENTIAL BLVD,N,2018-12-05,AP,78719,9800,3138850,10047302
20182580174,9,THEFT,Theft,2018-09-15,E 6TH ST / NECHES ST,,,G,78701,11,3115761,10070320
20185024678,8,THEFT,Theft,2018-06-29,4801 SUMMERSET TRL,N,2018-07-02,D,78749,17.49,3083206,10055691
20182590876,4,BURGLARY NON RESIDENCE,Burglary,2018-09-16,8216 GEORGIAN DR,N,2018-09-21,E,78753,18.06,3126145,10100220
20185036289,9,THEFT,Theft,2018-09-13,516 DAWSON RD,N,2018-09-14,D,78704,13.05,3110021,10067537
20185050562,2,BURGLARY OF VEHICLE,Theft,2018-12-15,901 LITTLE TEXAS LN,N,2018-12-23,F,78745,24.02,3106583,10045152
20185050958,7,BURGLARY OF VEHICLE,Theft,2018-12-18,13000 N IH 35 SVRD SB,N,2019-01-04,E,78753,18.48,3134503,10124881
20185029471,4,BURGLARY OF VEHICLE,Theft,2018-08-02,1011 FIELDWOOD DR,N,2018-08-02,E,78758,18.22,3127306,10108463
20185031198,9,THEFT,Theft,2018-08-13,1201 BARBARA JORDAN BLVD,N,2018-09-17,B,78723,3.06,3124601,10084923
20188004056,9,THEFT FROM BUILDING,Theft,2018-10-10,1007 S CONGRESS AVE,N,2018-10-16,H,78704,14.01,3113070,10065638
20185028772,3,BURGLARY OF VEHICLE,Theft,2018-07-28,1705 FRONTIER VALLEY DR,N,2018-07-30,H,78741,23.12,3129781,10055371
20185030669,5,BREACH OF COMPUTER SECURITY,Theft,2018-08-09,9925 BRODIE LN,N,2018-11-01,F,78748,17.46,3081480,10039321
20182030780,3,BURGLARY OF RESIDENCE,Burglary,2018-07-22,2508 E 2ND ST,C,2018-09-13,C,78702,9.02,3123034,10066270
20183251675,4,AGG ROBBERY/DEADLY WEAPON,Robbery,2018-11-21,9845 N LAMAR BLVD,N,2018-11-22,E,78753,18.23,3128820,10107476
20185039062,2,BURGLARY OF VEHICLE,Theft,2018-10-02,4900 LAMBS LN,N,2018-10-03,F,78744,24.27,3112240,10038139
20185024334,4,AGG SEXUAL ASSAULT CHILD/OBJEC,Rape,2018-06-27,,C,2018-11-08,E,78753,18.33,,
20185033612,9,THEFT OF BICYCLE,Theft,2018-08-28,91 RAINEY ST,N,2018-08-28,G,78701,11,3115917,10067931
20185024877,6,BURGLARY OF VEHICLE,Theft,2018-07-02,11716 RUNNING FOX TRL,N,2018-07-02,A,78759,17.54,3115617,10123308
20181921613,6,BURGLARY OF RESIDENCE,Burglary,2018-07-11,7920 SAN FELIPE BLVD,N,2018-07-12,A,78729,204.06,3104597,10132546
20185029749,5,BURGLARY OF VEHICLE,Theft,2018-08-03,9300 S IH 35 SVRD SB,N,2018-08-20,F,78748,24.21,3100423,10033116
20182471721,10,AGG ROBBERY/DEADLY WEAPON,Robbery,2018-09-04,12518 RESEARCH BLVD SB,N,2018-11-16,A,78759,17.56,3107386,10129033
20182030577,10,BURGLARY NON RESIDENCE,Burglary,2018-07-22,8028 MESA DR,,,B,78731,17.05,3108507,10108010
20182281570,2,THEFT,Theft,2018-08-16,1700 TERI RD,N,2018-09-04,F,78744,24.11,3110784,10047817
20185032129,3,BURGLARY OF VEHICLE,Theft,2018-08-19,2601 S 2ND ST,N,2018-08-21,D,78704,13.07,3108510,10060277
20182200334,8,AUTO THEFT,Auto Theft,2018-08-08,2901 BARTON SKWY,C,2018-08-14,D,78746,19.11,3099656,10067019
20181910981,6,BURGLARY NON RESIDENCE,Burglary,2018-07-10,9009 N FM 620 RD,N,2018-08-29,A,78726,17.14,3082092,10129758
20181721498,4,BURGLARY OF RESIDENCE,Burglary,2018-06-21,8312 N IH 35 SVRD SB,N,2018-09-13,E,78753,18.06,3128227,10099667
20182680599,5,THEFT,Theft,2018-09-25,7310 SHERWOOD RD,N,2018-10-25,F,78745,24.24,3097668,10043017
20185038318,4,THEFT,Theft,2018-09-26,1830 W RUNDBERG LN,N,2018-09-27,E,78758,18.2,3122270,10108763
20182000203,1,AUTO THEFT,Auto Theft,2018-07-19,12428 TAY TER,N,2018-07-20,C,78653,18.42,3153409,10109858
20188003458,9,THEFT OF BICYCLE,Theft,2018-09-05,311 BOWIE ST,N,2018-09-07,G,78703,12,3111087,10071101
20185023400,2,BURGLARY OF VEHICLE,Theft,2018-06-21,5406 MEADOW CREST,N,2018-06-25,F,78744,24.31,3117099,10043678
20185028261,1,BURGLARY OF VEHICLE,Theft,2018-07-25,1857 CORONADO HILLS DR,N,2018-07-25,I,78752,18.11,3132709,10091715
20185028273,2,THEFT,Theft,2018-07-25,8300 S IH 35 SVRD SB,N,2018-09-20,F,78745,24.22,3102685,10036277
20185028289,4,BURGLARY OF VEHICLE,Theft,2018-07-25,1071 CLAYTON LN,N,2018-07-25,I,78723,21.05,3126309,10089393
20182930570,2,BURGLARY OF VEHICLE,Theft,2018-10-20,6004 EUREKA DR,N,2018-11-26,F,78745,24.09,3099666,10048379
20185038959,3,BURGLARY OF VEHICLE,Theft,2018-10-01,1414 SHORE DISTRICT DR,N,2018-10-03,H,78741,23.04,3119033,10061999
20185036066,1,THEFT,Theft,2018-09-12,7224 NORTHEAST DR,N,2018-09-13,I,78723,21.12,3133640,10090689
20182390569,1,BURG OF RES - SEXUAL NATURE,Burglary,2018-08-27,5800 TECHNI CENTER DR,C,2018-09-03,C,78721,21.1,3136581,10075175
20182410455,8,THEFT,Theft,2018-08-29,5033 W US 290 HWY SVRD EB,,,D,78749,17.5,3088740,10057409
20185040518,2,BURGLARY OF VEHICLE,Theft,2018-10-11,7930 THAXTON RD,N,2018-11-13,F,78747,24.26,3114729,10030568
20185034602,5,BREACH OF COMPUTER SECURITY,Theft,2018-09-03,1810 ANITA DR,N,2018-10-24,D,78704,13.04,3105594,10065597
20185040287,9,BURGLARY OF VEHICLE,Theft,2018-10-09,400 W 13TH ST,N,2018-10-10,B,78701,7,3113932,10073668
20185042266,8,BURGLARY OF VEHICLE,Theft,2018-10-22,7010 W SH 71,N,2018-10-30,D,78735,19.08,3072536,10058067
20182951692,7,BURGLARY NON RESIDENCE,Burglary,2018-10-22,10515 N MOPAC EXPY SVRD NB,N,2018-11-07,A,78758,17.53,3116529,10116684
20185036947,6,BURGLARY OF VEHICLE,Theft,2018-09-18,7301 N FM 620 RD,N,2018-09-19,A,78726,17.14,3078853,10119608
20185030379,1,THEFT,Theft,2018-08-08,6110 BOYCE LN,N,2018-09-04,C,78653,18.56,3155099,10106557
20185029614,7,BURGLARY OF VEHICLE,Theft,2018-08-03,3908 W BRAKER LN,N,2018-08-06,A,78759,17.54,3115779,10117837
20188003208,2,THEFT,Theft,2018-08-21,7500 S IH 35 NB,N,2018-08-23,F,78744,24.29,3104305,10038842
20185024165,5,THEFT,Theft,2018-06-26,9323 MANCHACA RD,N,2018-06-27,F,78748,17.47,3090891,10037675
20185037710,2,BURGLARY OF VEHICLE,Theft,2018-09-23,8005 VIVID SKY LN,N,2018-11-06,F,78748,24.22,3100770,10037955
20185026629,5,BURGLARY OF VEHICLE,Theft,2018-07-13,8101 NOTTAWAY CV,N,2018-07-16,F,78745,17.29,3087022,10045088
20188003302,5,THEFT BY SHOPLIFTING,Theft,2018-08-24,2110 W SLAUGHTER LN,N,2018-08-28,F,78748,17.47,3088927,10036469
20182971075,7,THEFT,Theft,2018-10-24,12900 N IH 35 SVRD SB,C,2018-10-24,E,78753,18.48,3134231,10124160
20185027398,7,THEFT BY SHOPLIFTING,Theft,2018-07-19,10515 N MOPAC EXPY NB,N,2018-07-23,A,78758,17.53,3116531,10115747
20182530918,1,AUTO THEFT,Auto Theft,2018-09-10,7701 CAMERON RD,N,2018-09-18,I,78752,18.11,3131532,10094367
20182980944,9,AUTO THEFT,Auto Theft,2018-10-25,3320 HARMON AVE,N,2018-10-29,B,78705,4.01,3120329,10079559
20185036839,4,THEFT BY SHOPLIFTING,Theft,2018-09-17,5621 N IH 35 SVRD NB,N,2018-09-27,I,78723,21.05,3125467,10088596
20185039338,9,BURGLARY OF VEHICLE,Theft,2018-10-03,W 17TH ST / RIO GRANDE ST,N,2018-10-03,B,78701,7,3113336,10075323
20182061481,2,THEFT,Theft,2018-07-25,5804 COUGAR DR,N,2018-08-02,F,78745,24.1,3101083,10048469
20182871294,1,THEFT,Theft,2018-10-14,1601 N IH 35 SVRD NB,C,2018-10-14,C,78702,8.03,3118370,10073945
20185031512,1,BURGLARY OF VEHICLE,Theft,2018-08-15,5300 ED BLUESTEIN BLVD NB,N,2018-08-20,C,78724,22.08,3138950,10079404
20182410079,4,BURGLARY OF RESIDENCE,Burglary,2018-08-28,1103 INLAND GREENS,N,2018-08-30,E,78758,18.19,3125057,10105977
20188003715,6,THEFT,Theft,2018-09-21,12233 N FM 620 RD,N,2018-11-14,A,78750,204.03,3090001,10140817
20185040898,7,BURGLARY OF VEHICLE,Theft,2018-10-13,3211 FEATHERGRASS CT,N,2018-10-15,A,78758,18.49,3118106,10116811
20182850257,9,BURGLARY NON RESIDENCE,Burglary,2018-10-12,1950 S IH 35 SVRD SB,N,2018-12-13,H,78704,14.02,3115636,10059841
20181280616,3,RAPE,Rape,2018-05-08,,N,2018-06-06,H,78741,23.13,,
20183290048,1,AGG ROBBERY/DEADLY WEAPON,Robbery,2018-11-25,6907 TULANE DR,N,2018-12-06,I,78723,21.13,3137913,10087649
20185035682,1,BURGLARY OF VEHICLE,Theft,2018-09-10,1834 FERGUSON LN,N,2018-09-11,E,78754,18.34,3136116,10099322
20182970369,1,AUTO THEFT,Auto Theft,2018-10-24,1011 PEGGOTTY PL,C,2018-10-25,E,78753,18.35,3138582,10114575
20185043245,9,BURGLARY OF VEHICLE,Theft,2018-10-29,4600 MUELLER BLVD,N,2018-10-31,B,78723,3.06,3125013,10082433
20185043512,4,BURGLARY OF VEHICLE,Theft,2018-10-30,E 53RD ST / HARMON AVE,N,2018-10-31,I,78751,21.05,3124000,10086995
20185029602,10,BURGLARY OF VEHICLE,Theft,2018-08-02,5253 N CAPITAL OF TEXAS HWY NB,N,2018-08-03,B,78746,19.12,3096698,10100276
20185037747,1,BURGLARY OF VEHICLE,Theft,2018-09-23,1000 TRINITY ST,N,2018-10-09,G,78701,11,3115816,10071833
20185036104,5,BURGLARY OF VEHICLE,Theft,2018-09-12,9308 S 1ST ST,N,2018-09-17,F,78748,24.21,3096524,10034765
20185036459,10,THEFT,Theft,2018-09-14,2453 WESTLAKE DR,N,2018-09-26,B,78746,19.13,3101493,10083961
20182170505,2,BURGLARY OF VEHICLE,Theft,2018-08-05,4533 S IH 35 SVRD NB,N,2018-08-21,F,78744,24.11,3111190,10049228
20188004336,6,BURGLARY OF VEHICLE,Theft,2018-10-30,13802 N US 183 HWY SVRD SB,N,2018-11-01,A,78750,204.03,3096110,10141200
20182821705,9,AGG ASSAULT,Agg Assault,2018-10-09,201 E OLTORF ST,C,2018-10-15,D,78704,23.08,3111508,10059670
20182450860,6,AUTO THEFT,Auto Theft,2018-09-02,12404 DEER FALLS DR,N,2018-09-05,A,78729,204.1,3103802,10134646
20185038689,10,BURGLARY OF VEHICLE,Theft,2018-09-28,3600 N CAPITAL OF TEXAS HWY NB,N,2018-10-01,B,78746,19.13,3093606,10094441
20185040897,8,THEFT FROM PERSON,Theft,2018-10-13,2100 BARTON SPRINGS RD,N,2018-10-15,D,78746,19.11,3106393,10070460
20183021688,7,THEFT,Theft,2018-10-29,10107 RESEARCH BLVD SVRD NB,C,2018-11-01,A,78759,17.53,3112263,10116438
20183061154,7,BURGLARY OF VEHICLE,Theft,2018-11-02,5106 N LAMAR BLVD,N,2018-11-14,B,78756,2.05,3117586,10089415
20182040974,7,BURGLARY OF VEHICLE,Theft,2018-07-23,12100 METRIC BLVD,N,2018-07-24,A,78758,18.49,3126346,10120352
20185024557,3,THEFT,Theft,2018-06-29,4000 PAYLOAD PASS,N,2018-06-29,D,78704,23.08,3110400,10053186
20185034242,3,THEFT,Theft,2018-08-31,2100 E RIVERSIDE DR,N,2018-09-17,H,78741,23.04,3119711,10060781
20181780532,1,BURGLARY NON RESIDENCE,Burglary,2018-06-27,1197 AIRPORT BLVD,N,2018-08-28,C,78721,21.09,3127717,10074209
20182991790,3,ROBBERY BY THREAT,Robbery,2018-10-26,1200 TAYLOR ST,N,2018-10-26,G,78702,10,3117220,10066715
20185029048,5,THEFT,Theft,2018-07-30,1311 S LAMAR BLVD,N,2018-09-10,D,78704,13.03,3108219,10065305
20185023407,9,BURGLARY OF VEHICLE,Theft,2018-06-21,313 W 35TH ST,N,2018-06-21,B,78705,5,3115778,10082369
20188003523,9,BURGLARY OF VEHICLE,Theft,2018-09-10,901 NECHES ST,N,2018-09-12,G,78701,11,3116154,10071403
20183161190,1,BURGLARY OF RESIDENCE,Burglary,2018-11-12,1128 MASON AVE,,,C,78721,21.1,3132402,10073500
20185043334,10,THEFT OF LICENSE PLATE,Theft,2018-10-29,11514 RESEARCH BLVD SVRD SB,N,2018-10-31,A,78759,25,3112008,10123174
20185043340,2,THEFT,Theft,2018-10-29,7707 S IH 35 SVRD NB,N,2018-10-30,F,78744,24.27,3104643,10038266
20182270385,1,THEFT OF BICYCLE,Theft,2018-08-15,E 12TH ST / WEBBERVILLE RD,N,2018-09-07,C,78721,21.1,3132442,10074830
20188003773,9,THEFT,Theft,2018-09-26,82 RAINEY ST,N,2018-09-28,G,78701,11,3115620,10067601
20182570479,3,AUTO THEFT,Auto Theft,2018-09-14,204 CANEY ST,N,2018-09-28,C,78702,9.02,3121218,10067100
20183201126,2,BURGLARY OF VEHICLE,Theft,2018-11-16,8419 COCKNEY DR,N,2018-11-19,F,78748,24.23,3096636,10038812
20185044239,3,THEFT,Theft,2018-11-04,2900 SUNRIDGE DR,N,2018-11-16,H,78741,23.13,3119729,10053927
20185042706,10,BURGLARY OF VEHICLE,Theft,2018-10-24,10000 RESEARCH BLVD SB,N,2018-11-19,A,78759,17.22,3111874,10116083
20182411345,7,THEFT BY SHOPLIFTING,Theft,2018-08-29,13609 N IH 35 SVRD NB,C,2018-08-30,E,78753,18.39,3135873,10127479
20185047072,1,THEFT BY SHOPLIFTING,Theft,2018-11-23,8600 E US 290 HWY SVRD EB,N,2019-01-10,C,78724,22.01,3140015,10093125
20185042958,4,BURGLARY OF VEHICLE,Theft,2018-10-26,8701 RESEARCH BLVD SVRD NB,N,2018-11-23,E,78758,18.05,3121461,10106006
20183060624,3,AGG ASSAULT,Agg Assault,2018-11-02,2222 E OLTORF ST,,,H,78741,23.15,3118304,10057063
20182641290,3,THEFT BY SHOPLIFTING,Theft,2018-09-21,710 E BEN WHITE BLVD WB,C,2018-09-25,D,78704,24.03,3110268,10052995
20185034846,6,BURGLARY OF VEHICLE,Theft,2018-09-05,12827 N FM 620 RD NB,N,2018-09-06,A,78750,204.03,3093981,10142323
20188002709,7,THEFT BY SHOPLIFTING,Theft,2018-07-11,1434 W WELLS BRANCH PKWY,N,2018-07-19,E,78660,18.4,3137594,10134827
20183460017,1,AGG ASSAULT WITH MOTOR VEH,Agg Assault,2018-12-12,6103 MANOR RD,N,2018-12-22,I,78723,21.07,3134407,10085593
20182150814,3,AUTO THEFT,Auto Theft,2018-08-03,2207 WICKERSHAM LN,N,2018-08-07,H,78741,23.14,3121645,10056710
20182780762,9,BURGLARY NON RESIDENCE,Burglary,2018-10-05,4505 DUVAL ST,N,2018-10-16,B,78751,3.04,3120003,10085209
20182081667,3,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,2018-07-27,1845 BURTON DR,C,2018-07-28,H,78741,23.15,3118736,10058620
20185041999,7,BURGLARY OF VEHICLE,Theft,2018-10-19,4200 W BRAKER LN,N,2018-10-22,A,78759,17.54,3114258,10118713
20182891321,9,THEFT,Theft,2018-10-16,1201 BARBARA JORDAN BLVD,N,2018-10-19,B,78723,3.06,3124601,10084923
20188004017,8,THEFT OF BICYCLE,Theft,2018-10-15,2221 STRATFORD DR,N,2018-10-16,D,78746,19.11,3105512,10071083
20185046559,7,BURGLARY OF VEHICLE,Theft,2018-11-19,9333 RESEARCH BLVD SVRD NB,N,2018-11-20,A,78759,17.53,3113978,10112549
20185032982,9,BURGLARY OF VEHICLE,Theft,2018-08-24,2301 DURWOOD ST,N,2018-08-29,D,78704,13.05,3109883,10061111
20182961441,4,AUTO THEFT,Auto Theft,2018-10-23,9414 N LAMAR BLVD,C,2018-10-31,E,78758,18.19,3127650,10106327
20185045621,4,BURGLARY OF VEHICLE,Theft,2018-11-13,8017 GESSNER DR,N,2018-11-15,E,78753,18.04,3126614,10098680
20183101413,5,THEFT BY SHOPLIFTING,Theft,2018-11-06,2100 S LAMAR BLVD,N,2018-11-09,D,78704,13.04,3105636,10063425
20185039644,10,BURGLARY OF VEHICLE,Theft,2018-10-05,9226 JOLLYVILLE RD,N,2018-10-08,B,78759,17.06,3112403,10112949
20185024884,7,BURGLARY OF VEHICLE,Theft,2018-07-02,3908 W BRAKER LN,N,2018-07-02,A,78759,17.54,3115779,10117837
20183130869,9,BURGLARY OF RESIDENCE,Burglary,2018-11-09,1407 E 34TH ST,N,2019-01-15,C,78722,4.01,3122130,10078981
20182550634,9,BURGLARY OF RESIDENCE,Burglary,2018-09-12,802 LEONARD ST,N,2018-09-13,B,78705,4.01,3118014,10078882
20185042764,3,BURGLARY OF VEHICLE,Theft,2018-10-25,3005 STOCK DR,N,2018-10-29,H,78741,23.07,3115798,10054860
20182960747,9,AUTO THEFT,Auto Theft,2018-10-23,1100 W 22ND HALF ST,,,B,78705,6.04,3111980,10077485
20188003539,5,THEFT,Theft,2018-09-10,1530 BARTON SPRINGS RD,N,2018-09-12,D,78704,13.03,3108562,10068446
20185049847,7,THEFT,Theft,2018-12-11,1840 MONTANA SKY DR,N,2018-12-28,A,78727,18.47,3131679,10129191
20185046602,6,BURGLARY OF VEHICLE,Theft,2018-11-19,11301 LAKELINE BLVD,N,2018-11-23,A,78717,203.11,3094708,10147191
20182980717,2,BURG NON RESIDENCE SHEDS,Burglary,2018-10-25,7616 BARKDALE CT,N,2018-10-26,F,78744,24.3,3108765,10036050
20183311005,4,THEFT BY SHOPLIFTING,Theft,2018-11-27,8339 RESEARCH BLVD NB,N,2018-11-28,E,78758,18.05,3122268,10103358
20183390387,4,THEFT FROM PERSON,Theft,2018-12-05,1029 REINLI ST,N,2018-12-12,I,78723,21.05,3125707,10088930
20185050708,1,BURGLARY OF VEHICLE,Theft,2018-12-17,5904 SANDSHOF DR,N,2019-01-03,C,78724,22.08,3143856,10080603
20185041914,7,THEFT,Theft,2018-10-19,1001 E PARMER LN,N,2018-10-22,E,78753,18.39,3140776,10119129
20182290988,7,AUTO THEFT,Auto Theft,2018-08-17,3400 STECK AVE,N,2018-08-21,B,78757,18.17,3114431,10106831
20182441353,4,BURGLARY OF RESIDENCE,Burglary,2018-09-01,7506 MEADOWVIEW LN,C,2018-12-11,I,78752,18.04,3123700,10097214
20182170942,1,THEFT,Theft,2018-08-05,2525 E ANDERSON LN EB,N,2018-08-06,I,78752,18.11,3135244,10092463
20185045821,7,THEFT,Theft,2018-11-14,1801 WOOTEN PARK DR,N,2018-11-15,I,78757,18.18,3119398,10102025
20182770952,2,THEFT,Theft,2018-10-04,2104 WAGON CROSSING PATH,N,2018-11-14,F,78744,24.12,3110362,10043528
20185027034,1,RAPE,Rape,2018-07-17,,N,2018-07-17,C,78721,21.1,,
20183161667,5,AUTO THEFT,Auto Theft,2018-11-12,2048 W STASSNEY LN,,,D,78745,17.12,3097087,10051826
20185043681,4,BURGLARY OF VEHICLE,Theft,2018-10-31,1620 RUTLAND DR,N,2018-11-01,E,78758,18.21,3123303,10108973
20183501020,9,BURGLARY OF RESIDENCE,Burglary,2018-12-16,414 CROCKETT ST,N,2019-01-17,D,78704,13.05,3110261,10062192
20185039409,7,THEFT BY SHOPLIFTING,Theft,2018-10-03,2525 W ANDERSON LN,N,2018-10-04,B,78757,15.01,3116494,10102601
20185039414,9,THEFT,Theft,2018-10-03,1100 W CESAR CHAVEZ ST,N,2018-10-04,B,78703,12,3109830,10070976
20185040936,3,BURGLARY OF VEHICLE,Theft,2018-10-14,1300 CROSSING PL,N,2018-11-14,H,78741,23.17,3123924,10059981
20183210903,4,ROBBERY BY ASSAULT,Robbery,2018-11-17,9024 NORTHGATE BLVD,N,2018-12-17,E,78758,18.2,3121526,10108096
20185044654,1,BURGLARY OF VEHICLE,Theft,2018-11-06,3506 DARBY ST,N,2018-11-29,C,78721,21.1,3137077,10072037
20182390461,4,AGG SEXUAL ASSAULT CHILD/OBJEC,Rape,2018-08-27,,C,2018-12-19,E,78753,18.06,,
20182160993,9,AGG ASSAULT,Agg Assault,2018-08-04,200 SAN JACINTO BLVD,C,2018-09-12,G,78701,11,3114645,10069302
20183471313,4,AUTO THEFT,Auto Theft,2018-12-13,1708 RUTLAND DR,N,2018-12-14,E,78758,18.21,3123597,10109699
20182830877,4,THEFT,Theft,2018-10-10,10300 GOLDEN MEADOW DR,N,2018-12-04,E,78758,18.21,3123261,10111833
20182470744,7,THEFT,Theft,2018-09-04,2300 RUTLAND DR,N,2018-11-14,A,78758,18.49,3120716,10112512
20183290984,9,THEFT,Theft,2018-11-25,1000 E 41ST ST,C,2018-11-25,B,78751,3.02,3121344,10082703
20183351061,3,THEFT,Theft,2018-12-01,2508 E RIVERSIDE DR,N,2018-12-11,H,78741,23.04,3120958,10059176
20182471735,3,THEFT,Theft,2018-09-04,1817 E OLTORF ST,N,2018-09-10,H,78741,23.07,3116626,10057547
20182530606,10,THEFT BY SHOPLIFTING,Theft,2018-09-10,7025 VILLAGE CENTER DR,N,2018-09-10,B,78731,17.18,3109504,10101310
20181810764,9,BURGLARY OF RESIDENCE,Burglary,2018-06-30,2913 RIO GRANDE ST,N,2018-07-02,B,78705,2.04,3113929,10081188
20181930158,9,BURGLARY OF VEHICLE,Theft,2018-07-12,616 E 6TH ST,N,2018-07-13,G,78701,11,3116380,10070260
20185046955,8,THEFT,Theft,2018-11-21,2100 BARTON SPRINGS RD,N,2018-11-26,D,78746,19.11,3106393,10070460
20185049886,8,BURGLARY OF VEHICLE,Theft,2018-12-11,4301 W WILLIAM CANNON DR,N,2018-12-13,D,78749,17.38,3084128,10053080
20185048243,10,BURGLARY OF VEHICLE,Theft,2018-12-01,8405 BENT TREE RD,N,2018-12-03,B,78759,17.07,3113277,10108646
20185045166,9,THEFT,Theft,2018-11-09,100 CONGRESS AVE,N,2018-11-12,G,78701,11,3113729,10069275
20185045176,7,BURGLARY OF VEHICLE,Theft,2018-11-09,1624 E HOWARD LN,N,2018-11-12,E,78660,18.4,3145987,10121013
20183580470,8,BURGLARY NON RESIDENCE,Burglary,2018-12-24,5017 W US 290 HWY SVRD EB,N,2019-01-29,D,78749,17.5,3089371,10057773
20183491776,3,AGG ROBBERY/DEADLY WEAPON,Robbery,2018-12-16,1516 BURTON DR,C,2019-03-19,H,78741,23.16,3119061,10060239
20185050636,3,BURGLARY OF VEHICLE,Theft,2018-12-16,4700 E RIVERSIDE DR,N,2018-12-18,H,78741,23.18,3122188,10058144
20183110310,5,BURGLARY NON RESIDENCE,Burglary,2018-11-07,11215 S IH 35 SVRD NB,N,2018-11-29,F,78747,24.28,3098638,10022989
20183211284,8,BURGLARY OF RESIDENCE,Burglary,2018-11-17,4616 CHESNEY RIDGE DR,N,2018-11-21,D,78749,17.4,3077489,10043994
