GO Primary Key (Year plus Incident Number),Council District,GO Highest Offense Desc,Crime Type,GO Report Date,GO Location,GO X Coordinate,GO Y Coordinate,Clearance Status,Clearance Date,GO District,GO Location Zip,GO Census Tract
20183440706,9,AUTO THEFT,Auto Theft,10-Dec-18,2902 HAMPTON RD,3118304.00,10078620,N,19-Dec-18,B,78705,4.01
20185041473,9,THEFT BY SHOPLIFTING,Theft,16-Oct-18,1201 BARBARA JORDAN BLVD,3124601.00,10084923,N,17-Oct-18,B,78723,3.06
20188002409,10,BURGLARY OF VEHICLE,Theft,22-Jun-18,2600 LAKE AUSTIN BLVD,3104471.00,10074894,N,27-Jun-18,B,78703,16.02
20181860919,4,BURGLARY OF RESIDENCE,Burglary,5-Jul-18,5330 N IH 35 SVRD SB,3124538.00,10087177,N,13-Sep-18,I,78751,21.05
20185037796,7,BURGLARY OF VEHICLE,Theft,24-Sep-18,12802 POWDERHORN ST,3129160.00,10126575,N,24-Sep-18,A,78727,18.47
20183131090,3,THEFT,Theft,9-Nov-18,1600 WICKERSHAM LN,3122229.00,10059265,N,18-Dec-18,H,78741,23.18
20185029897,2,BURGLARY OF VEHICLE,Theft,5-Aug-18,4533 S IH 35 SVRD NB,3111190.00,10049228,N,6-Aug-18,F,78744,24.11
20185028985,1,BURGLARY OF VEHICLE,Theft,30-Jul-18,12012 LANSDOWNE RD,3155703.00,10103816,N,3-Aug-18,C,78754,18.56
20185035460,8,THEFT,Theft,9-Sep-18,5800 W SLAUGHTER LN,3072565.00,10045990,N,11-Sep-18,D,78749,17.37
20182360218,1,THEFT,Theft,24-Aug-18,4805 RIBBECKE AVE,3133039.00,10075310,N,3-Sep-18,C,78721,21.09
20181940017,7,BURGLARY OF RESIDENCE,Burglary,13-Jul-18,8109 EXMOOR DR,3118161.00,10104284,N,24-Jul-18,I,78757,18.18
20185051215,10,BURGLARY OF VEHICLE,Theft,20-Dec-18,4411 SPICEWOOD SPRINGS RD,3108358.00,10108761,N,21-Dec-18,B,78731,17.05
20185052251,5,BURGLARY OF VEHICLE,Theft,28-Dec-18,6900 WINDRIFT WAY,3097174.00,10045256,N,2-Jan-19,F,78745,24.24
20185052318,9,THEFT BY SHOPLIFTING,Theft,28-Dec-18,907 W 5TH ST,3110792.00,10071296,N,3-Jan-19,G,78703,12
20182460810,7,THEFT BY SHOPLIFTING,Theft,3-Sep-18,10107 RESEARCH BLVD NB,3112274.00,10116346,C,3-Sep-18,A,78759,17.53
20185030541,7,BURGLARY OF VEHICLE,Theft,9-Aug-18,10011 STONELAKE BLVD,3114834.00,10115974,N,13-Aug-18,A,78759,17.53
20185030554,9,THEFT,Theft,9-Aug-18,801 RED RIVER ST,3116406.00,10070996,,,G,78701,11
20185041715,6,BURGLARY OF VEHICLE,Theft,18-Oct-18,13021 LEGENDARY DR,3116805.00,10131649,N,18-Oct-18,A,78727,17.85
20185023581,7,THEFT,Theft,22-Jun-18,8425 BURNET RD,3118159.00,10106318,N,22-Jun-18,I,78757,18.18
20185031352,8,THEFT FROM AUTO,Theft,14-Aug-18,9125 W SH 71,3062906.00,10065808,N,16-Aug-18,D,78736,17.69
20181850917,6,AUTO THEFT,Auto Theft,4-Jul-18,13201 LEGENDARY DR,3116797.00,10132195,N,26-Jul-18,A,78727,17.85
20182250442,4,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,13-Aug-18,1001 W RUNDBERG LN,3126932.00,10106065,C,25-Aug-18,E,78758,18.19
20185023858,8,BURGLARY OF VEHICLE,Theft,24-Jun-18,2400 BLOCK STRATFORD DR,3104497.00,10072363,N,25-Jun-18,D,78746,19.1
20182680578,8,AUTO THEFT,Auto Theft,25-Sep-18,4701 MONTEREY OAKS BLVD,3084192.00,10056464,N,9-Oct-18,D,78749,17.49
20182160953,9,THEFT,Theft,4-Aug-18,2110 WIRTZ AVE,3107251.00,10062862,N,11-Sep-18,D,78704,13.05
20182481166,7,THEFT,Theft,5-Sep-18,2525 W ANDERSON LN,3116494.00,10102601,C,5-Sep-18,B,78757,15.01
20185035471,6,THEFT BY SHOPLIFTING,Theft,9-Sep-18,11200 LAKELINE MALL DR,3092523.00,10143915,N,10-Sep-18,A,78613,203.18
20185031390,3,THEFT,Theft,14-Aug-18,501 E STASSNEY LN,3105694.00,10046463,N,16-Aug-18,F,78745,24.02
20185026586,9,BURGLARY OF VEHICLE,Theft,13-Jul-18,3700 N IH 35 SVRD SB,3121003.00,10080324,N,10-Sep-18,B,78705,4.01
20183390563,2,AUTO THEFT,Auto Theft,5-Dec-18,3600 PRESIDENTIAL BLVD,3138850.00,10047302,N,5-Dec-18,AP,78719,9800
20182580174,9,THEFT,Theft,15-Sep-18,E 6TH ST / NECHES ST,3115761.00,10070320,,,G,78701,11
20185024678,8,THEFT,Theft,29-Jun-18,4801 SUMMERSET TRL,3083206.00,10055691,N,2-Jul-18,D,78749,17.49
20182590876,4,BURGLARY NON RESIDENCE,Burglary,16-Sep-18,8216 GEORGIAN DR,3126145.00,10100220,N,21-Sep-18,E,78753,18.06
20185036289,9,THEFT,Theft,13-Sep-18,516 DAWSON RD,3110021.00,10067537,N,14-Sep-18,D,78704,13.05
20185050562,2,BURGLARY OF VEHICLE,Theft,15-Dec-18,901 LITTLE TEXAS LN,3106583.00,10045152,N,23-Dec-18,F,78745,24.02
20185050958,7,BURGLARY OF VEHICLE,Theft,18-Dec-18,13000 N IH 35 SVRD SB,3134503.00,10124881,N,4-Jan-19,E,78753,18.48
20185029471,4,BURGLARY OF VEHICLE,Theft,2-Aug-18,1011 FIELDWOOD DR,3127306.00,10108463,N,2-Aug-18,E,78758,18.22
20185031198,9,THEFT,Theft,13-Aug-18,1201 BARBARA JORDAN BLVD,3124601.00,10084923,N,17-Sep-18,B,78723,3.06
20188004056,9,THEFT FROM BUILDING,Theft,10-Oct-18,1007 S CONGRESS AVE,3113070.00,10065638,N,16-Oct-18,H,78704,14.01
20185028772,3,BURGLARY OF VEHICLE,Theft,28-Jul-18,1705 FRONTIER VALLEY DR,3129781.00,10055371,N,30-Jul-18,H,78741,23.12
20185030669,5,BREACH OF COMPUTER SECURITY,Theft,9-Aug-18,9925 BRODIE LN,3081480.00,10039321,N,1-Nov-18,F,78748,17.46
20182030780,3,BURGLARY OF RESIDENCE,Burglary,22-Jul-18,2508 E 2ND ST,3123034.00,10066270,C,13-Sep-18,C,78702,9.02
20183251675,4,AGG ROBBERY/DEADLY WEAPON,Robbery,21-Nov-18,9845 N LAMAR BLVD,3128820.00,10107476,N,22-Nov-18,E,78753,18.23
20185039062,2,BURGLARY OF VEHICLE,Theft,2-Oct-18,4900 LAMBS LN,3112240.00,10038139,N,3-Oct-18,F,78744,24.27
20185024334,4,AGG SEXUAL ASSAULT CHILD/OBJEC,Rape,27-Jun-18,,,,C,8-Nov-18,E,78753,18.33
20185033612,9,THEFT OF BICYCLE,Theft,28-Aug-18,91 RAINEY ST,3115917.00,10067931,N,28-Aug-18,G,78701,11
20185024877,6,BURGLARY OF VEHICLE,Theft,2-Jul-18,11716 RUNNING FOX TRL,3115617.00,10123308,N,2-Jul-18,A,78759,17.54
20181921613,6,BURGLARY OF RESIDENCE,Burglary,11-Jul-18,7920 SAN FELIPE BLVD,3104597.00,10132546,N,12-Jul-18,A,78729,204.06
20185029749,5,BURGLARY OF VEHICLE,Theft,3-Aug-18,9300 S IH 35 SVRD SB,3100423.00,10033116,N,20-Aug-18,F,78748,24.21
20182471721,10,AGG ROBBERY/DEADLY WEAPON,Robbery,4-Sep-18,12518 RESEARCH BLVD SB,3107386.00,10129033,N,16-Nov-18,A,78759,17.56
20182030577,10,BURGLARY NON RESIDENCE,Burglary,22-Jul-18,8028 MESA DR,3108507.00,10108010,,,B,78731,17.05
20182281570,2,THEFT,Theft,16-Aug-18,1700 TERI RD,3110784.00,10047817,N,4-Sep-18,F,78744,24.11
20185032129,3,BURGLARY OF VEHICLE,Theft,19-Aug-18,2601 S 2ND ST,3108510.00,10060277,N,21-Aug-18,D,78704,13.07
20182200334,8,AUTO THEFT,Auto Theft,8-Aug-18,2901 BARTON SKWY,3099656.00,10067019,C,14-Aug-18,D,78746,19.11
20181910981,6,BURGLARY NON RESIDENCE,Burglary,10-Jul-18,9009 N FM 620 RD,3082092.00,10129758,N,29-Aug-18,A,78726,17.14
20181721498,4,BURGLARY OF RESIDENCE,Burglary,21-Jun-18,8312 N IH 35 SVRD SB,3128227.00,10099667,N,13-Sep-18,E,78753,18.06
20182680599,5,THEFT,Theft,25-Sep-18,7310 SHERWOOD RD,3097668.00,10043017,N,25-Oct-18,F,78745,24.24
20185038318,4,THEFT,Theft,26-Sep-18,1830 W RUNDBERG LN,3122270.00,10108763,N,27-Sep-18,E,78758,18.2
20182000203,1,AUTO THEFT,Auto Theft,19-Jul-18,12428 TAY TER,3153409.00,10109858,N,20-Jul-18,C,78653,18.42
20188003458,9,THEFT OF BICYCLE,Theft,5-Sep-18,311 BOWIE ST,3111087.00,10071101,N,7-Sep-18,G,78703,12
20185023400,2,BURGLARY OF VEHICLE,Theft,21-Jun-18,5406 MEADOW CREST,3117099.00,10043678,N,25-Jun-18,F,78744,24.31
20185028261,1,BURGLARY OF VEHICLE,Theft,25-Jul-18,1857 CORONADO HILLS DR,3132709.00,10091715,N,25-Jul-18,I,78752,18.11
20185028273,2,THEFT,Theft,25-Jul-18,8300 S IH 35 SVRD SB,3102685.00,10036277,N,20-Sep-18,F,78745,24.22
20185028289,4,BURGLARY OF VEHICLE,Theft,25-Jul-18,1071 CLAYTON LN,3126309.00,10089393,N,25-Jul-18,I,78723,21.05
20182930570,2,BURGLARY OF VEHICLE,Theft,20-Oct-18,6004 EUREKA DR,3099666.00,10048379,N,26-Nov-18,F,78745,24.09
20185038959,3,BURGLARY OF VEHICLE,Theft,1-Oct-18,1414 SHORE DISTRICT DR,3119033.00,10061999,N,3-Oct-18,H,78741,23.04
20185036066,1,THEFT,Theft,12-Sep-18,7224 NORTHEAST DR,3133640.00,10090689,N,13-Sep-18,I,78723,21.12
20182390569,1,BURG OF RES - SEXUAL NATURE,Burglary,27-Aug-18,5800 TECHNI CENTER DR,3136581.00,10075175,C,3-Sep-18,C,78721,21.1
20182410455,8,THEFT,Theft,29-Aug-18,5033 W US 290 HWY SVRD EB,3088740.00,10057409,,,D,78749,17.5
20185040518,2,BURGLARY OF VEHICLE,Theft,11-Oct-18,7930 THAXTON RD,3114729.00,10030568,N,13-Nov-18,F,78747,24.26
20185034602,5,BREACH OF COMPUTER SECURITY,Theft,3-Sep-18,1810 ANITA DR,3105594.00,10065597,N,24-Oct-18,D,78704,13.04
20185040287,9,BURGLARY OF VEHICLE,Theft,9-Oct-18,400 W 13TH ST,3113932.00,10073668,N,10-Oct-18,B,78701,7
20185042266,8,BURGLARY OF VEHICLE,Theft,22-Oct-18,7010 W SH 71,3072536.00,10058067,N,30-Oct-18,D,78735,19.08
20182951692,7,BURGLARY NON RESIDENCE,Burglary,22-Oct-18,10515 N MOPAC EXPY SVRD NB,3116529.00,10116684,N,7-Nov-18,A,78758,17.53
20185036947,6,BURGLARY OF VEHICLE,Theft,18-Sep-18,7301 N FM 620 RD,3078853.00,10119608,N,19-Sep-18,A,78726,17.14
20185030379,1,THEFT,Theft,8-Aug-18,6110 BOYCE LN,3155099.00,10106557,N,4-Sep-18,C,78653,18.56
20185029614,7,BURGLARY OF VEHICLE,Theft,3-Aug-18,3908 W BRAKER LN,3115779.00,10117837,N,6-Aug-18,A,78759,17.54
20188003208,2,THEFT,Theft,21-Aug-18,7500 S IH 35 NB,3104305.00,10038842,N,23-Aug-18,F,78744,24.29
20185024165,5,THEFT,Theft,26-Jun-18,9323 MANCHACA RD,3090891.00,10037675,N,27-Jun-18,F,78748,17.47
20185037710,2,BURGLARY OF VEHICLE,Theft,23-Sep-18,8005 VIVID SKY LN,3100770.00,10037955,N,6-Nov-18,F,78748,24.22
20185026629,5,BURGLARY OF VEHICLE,Theft,13-Jul-18,8101 NOTTAWAY CV,3087022.00,10045088,N,16-Jul-18,F,78745,17.29
20188003302,5,THEFT BY SHOPLIFTING,Theft,24-Aug-18,2110 W SLAUGHTER LN,3088927.00,10036469,N,28-Aug-18,F,78748,17.47
20182971075,7,THEFT,Theft,24-Oct-18,12900 N IH 35 SVRD SB,3134231.00,10124160,C,24-Oct-18,E,78753,18.48
20185027398,7,THEFT BY SHOPLIFTING,Theft,19-Jul-18,10515 N MOPAC EXPY NB,3116531.00,10115747,N,23-Jul-18,A,78758,17.53
20182530918,1,AUTO THEFT,Auto Theft,10-Sep-18,7701 CAMERON RD,3131532.00,10094367,N,18-Sep-18,I,78752,18.11
20182980944,9,AUTO THEFT,Auto Theft,25-Oct-18,3320 HARMON AVE,3120329.00,10079559,N,29-Oct-18,B,78705,4.01
20185036839,4,THEFT BY SHOPLIFTING,Theft,17-Sep-18,5621 N IH 35 SVRD NB,3125467.00,10088596,N,27-Sep-18,I,78723,21.05
20185039338,9,BURGLARY OF VEHICLE,Theft,3-Oct-18,W 17TH ST / RIO GRANDE ST,3113336.00,10075323,N,3-Oct-18,B,78701,7
20182061481,2,THEFT,Theft,25-Jul-18,5804 COUGAR DR,3101083.00,10048469,N,2-Aug-18,F,78745,24.1
20182871294,1,THEFT,Theft,14-Oct-18,1601 N IH 35 SVRD NB,3118370.00,10073945,C,14-Oct-18,C,78702,8.03
20185031512,1,BURGLARY OF VEHICLE,Theft,15-Aug-18,5300 ED BLUESTEIN BLVD NB,3138950.00,10079404,N,20-Aug-18,C,78724,22.08
20182410079,4,BURGLARY OF RESIDENCE,Burglary,28-Aug-18,1103 INLAND GREENS,3125057.00,10105977,N,30-Aug-18,E,78758,18.19
20188003715,6,THEFT,Theft,21-Sep-18,12233 N FM 620 RD,3090001.00,10140817,N,14-Nov-18,A,78750,204.03
20185040898,7,BURGLARY OF VEHICLE,Theft,13-Oct-18,3211 FEATHERGRASS CT,3118106.00,10116811,N,15-Oct-18,A,78758,18.49
20182850257,9,BURGLARY NON RESIDENCE,Burglary,12-Oct-18,1950 S IH 35 SVRD SB,3115636.00,10059841,N,13-Dec-18,H,78704,14.02
20181280616,3,RAPE,Rape,8-May-18,,,,N,6-Jun-18,H,78741,23.13
20183290048,1,AGG ROBBERY/DEADLY WEAPON,Robbery,25-Nov-18,6907 TULANE DR,3137913.00,10087649,N,6-Dec-18,I,78723,21.13
20185035682,1,BURGLARY OF VEHICLE,Theft,10-Sep-18,1834 FERGUSON LN,3136116.00,10099322,N,11-Sep-18,E,78754,18.34
20182970369,1,AUTO THEFT,Auto Theft,24-Oct-18,1011 PEGGOTTY PL,3138582.00,10114575,C,25-Oct-18,E,78753,18.35
20185043245,9,BURGLARY OF VEHICLE,Theft,29-Oct-18,4600 MUELLER BLVD,3125013.00,10082433,N,31-Oct-18,B,78723,3.06
20185043512,4,BURGLARY OF VEHICLE,Theft,30-Oct-18,E 53RD ST / HARMON AVE,3124000.00,10086995,N,31-Oct-18,I,78751,21.05
20185029602,10,BURGLARY OF VEHICLE,Theft,2-Aug-18,5253 N CAPITAL OF TEXAS HWY NB,3096698.00,10100276,N,3-Aug-18,B,78746,19.12
20185037747,1,BURGLARY OF VEHICLE,Theft,23-Sep-18,1000 TRINITY ST,3115816.00,10071833,N,9-Oct-18,G,78701,11
20185036104,5,BURGLARY OF VEHICLE,Theft,12-Sep-18,9308 S 1ST ST,3096524.00,10034765,N,17-Sep-18,F,78748,24.21
20185036459,10,THEFT,Theft,14-Sep-18,2453 WESTLAKE DR,3101493.00,10083961,N,26-Sep-18,B,78746,19.13
20182170505,2,BURGLARY OF VEHICLE,Theft,5-Aug-18,4533 S IH 35 SVRD NB,3111190.00,10049228,N,21-Aug-18,F,78744,24.11
20188004336,6,BURGLARY OF VEHICLE,Theft,30-Oct-18,13802 N US 183 HWY SVRD SB,3096110.00,10141200,N,1-Nov-18,A,78750,204.03
20182821705,9,AGG ASSAULT,Agg Assault,9-Oct-18,201 E OLTORF ST,3111508.00,10059670,C,15-Oct-18,D,78704,23.08
20182450860,6,AUTO THEFT,Auto Theft,2-Sep-18,12404 DEER FALLS DR,3103802.00,10134646,N,5-Sep-18,A,78729,204.1
20185038689,10,BURGLARY OF VEHICLE,Theft,28-Sep-18,3600 N CAPITAL OF TEXAS HWY NB,3093606.00,10094441,N,1-Oct-18,B,78746,19.13
20185040897,8,THEFT FROM PERSON,Theft,13-Oct-18,2100 BARTON SPRINGS RD,3106393.00,10070460,N,15-Oct-18,D,78746,19.11
20183021688,7,THEFT,Theft,29-Oct-18,10107 RESEARCH BLVD SVRD NB,3112263.00,10116438,C,1-Nov-18,A,78759,17.53
20183061154,7,BURGLARY OF VEHICLE,Theft,2-Nov-18,5106 N LAMAR BLVD,3117586.00,10089415,N,14-Nov-18,B,78756,2.05
20182040974,7,BURGLARY OF VEHICLE,Theft,23-Jul-18,12100 METRIC BLVD,3126346.00,10120352,N,24-Jul-18,A,78758,18.49
20185024557,3,THEFT,Theft,29-Jun-18,4000 PAYLOAD PASS,3110400.00,10053186,N,29-Jun-18,D,78704,23.08
20185034242,3,THEFT,Theft,31-Aug-18,2100 E RIVERSIDE DR,3119711.00,10060781,N,17-Sep-18,H,78741,23.04
20181780532,1,BURGLARY NON RESIDENCE,Burglary,27-Jun-18,1197 AIRPORT BLVD,3127717.00,10074209,N,28-Aug-18,C,78721,21.09
20182991790,3,ROBBERY BY THREAT,Robbery,26-Oct-18,1200 TAYLOR ST,3117220.00,10066715,N,26-Oct-18,G,78702,10
20185029048,5,THEFT,Theft,30-Jul-18,1311 S LAMAR BLVD,3108219.00,10065305,N,10-Sep-18,D,78704,13.03
20185023407,9,BURGLARY OF VEHICLE,Theft,21-Jun-18,313 W 35TH ST,3115778.00,10082369,N,21-Jun-18,B,78705,5
20188003523,9,BURGLARY OF VEHICLE,Theft,10-Sep-18,901 NECHES ST,3116154.00,10071403,N,12-Sep-18,G,78701,11
20183161190,1,BURGLARY OF RESIDENCE,Burglary,12-Nov-18,1128 MASON AVE,3132402.00,10073500,,,C,78721,21.1
20185043334,10,THEFT OF LICENSE PLATE,Theft,29-Oct-18,11514 RESEARCH BLVD SVRD SB,3112008.00,10123174,N,31-Oct-18,A,78759,25
20185043340,2,THEFT,Theft,29-Oct-18,7707 S IH 35 SVRD NB,3104643.00,10038266,N,30-Oct-18,F,78744,24.27
20182270385,1,THEFT OF BICYCLE,Theft,15-Aug-18,E 12TH ST / WEBBERVILLE RD,3132442.00,10074830,N,7-Sep-18,C,78721,21.1
20188003773,9,THEFT,Theft,26-Sep-18,82 RAINEY ST,3115620.00,10067601,N,28-Sep-18,G,78701,11
20182570479,3,AUTO THEFT,Auto Theft,14-Sep-18,204 CANEY ST,3121218.00,10067100,N,28-Sep-18,C,78702,9.02
20183201126,2,BURGLARY OF VEHICLE,Theft,16-Nov-18,8419 COCKNEY DR,3096636.00,10038812,N,19-Nov-18,F,78748,24.23
20185044239,3,THEFT,Theft,4-Nov-18,2900 SUNRIDGE DR,3119729.00,10053927,N,16-Nov-18,H,78741,23.13
20185042706,10,BURGLARY OF VEHICLE,Theft,24-Oct-18,10000 RESEARCH BLVD SB,3111874.00,10116083,N,19-Nov-18,A,78759,17.22
20182411345,7,THEFT BY SHOPLIFTING,Theft,29-Aug-18,13609 N IH 35 SVRD NB,3135873.00,10127479,C,30-Aug-18,E,78753,18.39
20185047072,1,THEFT BY SHOPLIFTING,Theft,23-Nov-18,8600 E US 290 HWY SVRD EB,3140015.00,10093125,N,10-Jan-19,C,78724,22.01
20185042958,4,BURGLARY OF VEHICLE,Theft,26-Oct-18,8701 RESEARCH BLVD SVRD NB,3121461.00,10106006,N,23-Nov-18,E,78758,18.05
20183060624,3,AGG ASSAULT,Agg Assault,2-Nov-18,2222 E OLTORF ST,3118304.00,10057063,,,H,78741,23.15
20182641290,3,THEFT BY SHOPLIFTING,Theft,21-Sep-18,710 E BEN WHITE BLVD WB,3110268.00,10052995,C,25-Sep-18,D,78704,24.03
20185034846,6,BURGLARY OF VEHICLE,Theft,5-Sep-18,12827 N FM 620 RD NB,3093981.00,10142323,N,6-Sep-18,A,78750,204.03
20188002709,7,THEFT BY SHOPLIFTING,Theft,11-Jul-18,1434 W WELLS BRANCH PKWY,3137594.00,10134827,N,19-Jul-18,E,78660,18.4
20183460017,1,AGG ASSAULT WITH MOTOR VEH,Agg Assault,12-Dec-18,6103 MANOR RD,3134407.00,10085593,N,22-Dec-18,I,78723,21.07
20182150814,3,AUTO THEFT,Auto Theft,3-Aug-18,2207 WICKERSHAM LN,3121645.00,10056710,N,7-Aug-18,H,78741,23.14
20182780762,9,BURGLARY NON RESIDENCE,Burglary,5-Oct-18,4505 DUVAL ST,3120003.00,10085209,N,16-Oct-18,B,78751,3.04
20182081667,3,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,27-Jul-18,1845 BURTON DR,3118736.00,10058620,C,28-Jul-18,H,78741,23.15
20185041999,7,BURGLARY OF VEHICLE,Theft,19-Oct-18,4200 W BRAKER LN,3114258.00,10118713,N,22-Oct-18,A,78759,17.54
20182891321,9,THEFT,Theft,16-Oct-18,1201 BARBARA JORDAN BLVD,3124601.00,10084923,N,19-Oct-18,B,78723,3.06
20188004017,8,THEFT OF BICYCLE,Theft,15-Oct-18,2221 STRATFORD DR,3105512.00,10071083,N,16-Oct-18,D,78746,19.11
20185046559,7,BURGLARY OF VEHICLE,Theft,19-Nov-18,9333 RESEARCH BLVD SVRD NB,3113978.00,10112549,N,20-Nov-18,A,78759,17.53
20185032982,9,BURGLARY OF VEHICLE,Theft,24-Aug-18,2301 DURWOOD ST,3109883.00,10061111,N,29-Aug-18,D,78704,13.05
20182961441,4,AUTO THEFT,Auto Theft,23-Oct-18,9414 N LAMAR BLVD,3127650.00,10106327,C,31-Oct-18,E,78758,18.19
20185045621,4,BURGLARY OF VEHICLE,Theft,13-Nov-18,8017 GESSNER DR,3126614.00,10098680,N,15-Nov-18,E,78753,18.04
20183101413,5,THEFT BY SHOPLIFTING,Theft,6-Nov-18,2100 S LAMAR BLVD,3105636.00,10063425,N,9-Nov-18,D,78704,13.04
20185039644,10,BURGLARY OF VEHICLE,Theft,5-Oct-18,9226 JOLLYVILLE RD,3112403.00,10112949,N,8-Oct-18,B,78759,17.06
20185024884,7,BURGLARY OF VEHICLE,Theft,2-Jul-18,3908 W BRAKER LN,3115779.00,10117837,N,2-Jul-18,A,78759,17.54
20183130869,9,BURGLARY OF RESIDENCE,Burglary,9-Nov-18,1407 E 34TH ST,3122130.00,10078981,N,15-Jan-19,C,78722,4.01
20182550634,9,BURGLARY OF RESIDENCE,Burglary,12-Sep-18,802 LEONARD ST,3118014.00,10078882,N,13-Sep-18,B,78705,4.01
20185042764,3,BURGLARY OF VEHICLE,Theft,25-Oct-18,3005 STOCK DR,3115798.00,10054860,N,29-Oct-18,H,78741,23.07
20182960747,9,AUTO THEFT,Auto Theft,23-Oct-18,1100 W 22ND HALF ST,3111980.00,10077485,,,B,78705,6.04
20188003539,5,THEFT,Theft,10-Sep-18,1530 BARTON SPRINGS RD,3108562.00,10068446,N,12-Sep-18,D,78704,13.03
20185049847,7,THEFT,Theft,11-Dec-18,1840 MONTANA SKY DR,3131679.00,10129191,N,28-Dec-18,A,78727,18.47
20185046602,6,BURGLARY OF VEHICLE,Theft,19-Nov-18,11301 LAKELINE BLVD,3094708.00,10147191,N,23-Nov-18,A,78717,203.11
20182980717,2,BURG NON RESIDENCE SHEDS,Burglary,25-Oct-18,7616 BARKDALE CT,3108765.00,10036050,N,26-Oct-18,F,78744,24.3
20183311005,4,THEFT BY SHOPLIFTING,Theft,27-Nov-18,8339 RESEARCH BLVD NB,3122268.00,10103358,N,28-Nov-18,E,78758,18.05
20183390387,4,THEFT FROM PERSON,Theft,5-Dec-18,1029 REINLI ST,3125707.00,10088930,N,12-Dec-18,I,78723,21.05
20185050708,1,BURGLARY OF VEHICLE,Theft,17-Dec-18,5904 SANDSHOF DR,3143856.00,10080603,N,3-Jan-19,C,78724,22.08
20185041914,7,THEFT,Theft,19-Oct-18,1001 E PARMER LN,3140776.00,10119129,N,22-Oct-18,E,78753,18.39
20182290988,7,AUTO THEFT,Auto Theft,17-Aug-18,3400 STECK AVE,3114431.00,10106831,N,21-Aug-18,B,78757,18.17
20182441353,4,BURGLARY OF RESIDENCE,Burglary,1-Sep-18,7506 MEADOWVIEW LN,3123700.00,10097214,C,11-Dec-18,I,78752,18.04
20182170942,1,THEFT,Theft,5-Aug-18,2525 E ANDERSON LN EB,3135244.00,10092463,N,6-Aug-18,I,78752,18.11
20185045821,7,THEFT,Theft,14-Nov-18,1801 WOOTEN PARK DR,3119398.00,10102025,N,15-Nov-18,I,78757,18.18
20182770952,2,THEFT,Theft,4-Oct-18,2104 WAGON CROSSING PATH,3110362.00,10043528,N,14-Nov-18,F,78744,24.12
20185027034,1,RAPE,Rape,17-Jul-18,,,,N,17-Jul-18,C,78721,21.1
20183161667,5,AUTO THEFT,Auto Theft,12-Nov-18,2048 W STASSNEY LN,3097087.00,10051826,,,D,78745,17.12
20185043681,4,BURGLARY OF VEHICLE,Theft,31-Oct-18,1620 RUTLAND DR,3123303.00,10108973,N,1-Nov-18,E,78758,18.21
20183501020,9,BURGLARY OF RESIDENCE,Burglary,16-Dec-18,414 CROCKETT ST,3110261.00,10062192,N,17-Jan-19,D,78704,13.05
20185039409,7,THEFT BY SHOPLIFTING,Theft,3-Oct-18,2525 W ANDERSON LN,3116494.00,10102601,N,4-Oct-18,B,78757,15.01
20185039414,9,THEFT,Theft,3-Oct-18,1100 W CESAR CHAVEZ ST,3109830.00,10070976,N,4-Oct-18,B,78703,12
20185040936,3,BURGLARY OF VEHICLE,Theft,14-Oct-18,1300 CROSSING PL,3123924.00,10059981,N,14-Nov-18,H,78741,23.17
20183210903,4,ROBBERY BY ASSAULT,Robbery,17-Nov-18,9024 NORTHGATE BLVD,3121526.00,10108096,N,17-Dec-18,E,78758,18.2
20185044654,1,BURGLARY OF VEHICLE,Theft,6-Nov-18,3506 DARBY ST,3137077.00,10072037,N,29-Nov-18,C,78721,21.1
20182390461,4,AGG SEXUAL ASSAULT CHILD/OBJEC,Rape,27-Aug-18,,,,C,19-Dec-18,E,78753,18.06
20182160993,9,AGG ASSAULT,Agg Assault,4-Aug-18,200 SAN JACINTO BLVD,3114645.00,10069302,C,12-Sep-18,G,78701,11
20183471313,4,AUTO THEFT,Auto Theft,13-Dec-18,1708 RUTLAND DR,3123597.00,10109699,N,14-Dec-18,E,78758,18.21
20182830877,4,THEFT,Theft,10-Oct-18,10300 GOLDEN MEADOW DR,3123261.00,10111833,N,4-Dec-18,E,78758,18.21
20182470744,7,THEFT,Theft,4-Sep-18,2300 RUTLAND DR,3120716.00,10112512,N,14-Nov-18,A,78758,18.49
20183290984,9,THEFT,Theft,25-Nov-18,1000 E 41ST ST,3121344.00,10082703,C,25-Nov-18,B,78751,3.02
20183351061,3,THEFT,Theft,1-Dec-18,2508 E RIVERSIDE DR,3120958.00,10059176,N,11-Dec-18,H,78741,23.04
20182471735,3,THEFT,Theft,4-Sep-18,1817 E OLTORF ST,3116626.00,10057547,N,10-Sep-18,H,78741,23.07
20182530606,10,THEFT BY SHOPLIFTING,Theft,10-Sep-18,7025 VILLAGE CENTER DR,3109504.00,10101310,N,10-Sep-18,B,78731,17.18
20181810764,9,BURGLARY OF RESIDENCE,Burglary,30-Jun-18,2913 RIO GRANDE ST,3113929.00,10081188,N,2-Jul-18,B,78705,2.04
20181930158,9,BURGLARY OF VEHICLE,Theft,12-Jul-18,616 E 6TH ST,3116380.00,10070260,N,13-Jul-18,G,78701,11
