GO Primary Key (Year plus Incident Number),Council District,GO Highest Offense Desc,Crime Type,GO Report Date,GO Location,GO X Coordinate,GO Y Coordinate,Clearance Status,Clearance Date,GO District,GO Location Zip,GO Census Tract
20185025379,7,THEFT BY SHOPLIFTING,Theft,5-Jul-18,10107 RESEARCH BLVD SVRD NB,3112263.00,10116438,N,9-Jul-18,A,78759,17.53
20185024952,5,BURGLARY OF VEHICLE,Theft,2-Jul-18,1314 TETBURY LN,3093678.00,10039516,N,5-Jul-18,F,78748,24.23
20182940986,1,BURGLARY NON RESIDENCE,Burglary,21-Oct-18,1123 E 11TH ST,3118860.00,10071069,N,29-Oct-18,G,78702,9.01
20185031808,9,THEFT,Theft,16-Aug-18,2800 GUADALUPE ST,3114281.00,10080003,N,3-Sep-18,B,78705,6.03
20182950884,7,THEFT BY SHOPLIFTING,Theft,22-Oct-18,2525 W ANDERSON LN,3116494.00,10102601,N,22-Oct-18,B,78757,15.01
20182670665,7,BURGLARY NON RESIDENCE,Burglary,24-Sep-18,15112 FM 1825 RD,3136987.00,10135411,N,16-Oct-18,E,78660,18.57
20185035083,6,THEFT,Theft,6-Sep-18,BUCKNER RD / N FM 620 RD,3084348.00,10133829,N,10-Sep-18,A,78726,17.65
20185030957,3,THEFT BY SHOPLIFTING,Theft,11-Aug-18,710 E BEN WHITE BLVD EB,3110517.00,10052730,N,4-Sep-18,D,78745,24.03
20185030297,9,THEFT,Theft,6-Aug-18,715 E 8TH ST,3116884.00,10070627,N,9-Aug-18,G,78701,11
20185031043,9,BURGLARY OF VEHICLE,Theft,12-Aug-18,802 S 1ST ST,3111414.00,10066050,N,17-Aug-18,D,78704,13.05
20182380529,4,BURGLARY OF VEHICLE,Theft,26-Aug-18,2105 DENTON DR,3122424.00,10113614,N,28-Aug-18,E,78758,18.21
20185032956,5,BURGLARY OF VEHICLE,Theft,23-Aug-18,8100 BAXTER SPRINGS RD,3093385.00,10041858,N,5-Sep-18,F,78745,17.28
20182181269,2,AGG ROBBERY/DEADLY WEAPON,Robbery,6-Aug-18,1009 W DITTMAR RD,3096392.00,10039911,N,13-Aug-18,F,78748,24.23
20182370074,6,BURGLARY OF VEHICLE,Theft,25-Aug-18,8815 BLACK OAK ST,3103450.00,10139320,C,27-Aug-18,A,78729,204.09
20185025252,3,THEFT,Theft,4-Jul-18,1603 E OLTORF ST,3115463.00,10058091,N,16-Jul-18,H,78741,23.07
20185028257,8,BURGLARY OF VEHICLE,Theft,25-Jul-18,6401 RIALTO BLVD,3077793.00,10063317,N,25-Jul-18,D,78735,19.15
20185038734,3,THEFT,Theft,29-Sep-18,1720 WOODWARD ST,3114134.00,10053551,N,4-Oct-18,H,78741,23.07
20185039587,3,THEFT,Theft,4-Oct-18,1600 ROYAL HILL DR,3114321.00,10056249,N,10-Oct-18,H,78741,23.07
20182991465,1,BURGLARY OF VEHICLE,Theft,26-Oct-18,9201 BROWN LN,3135969.00,10100368,N,1-Nov-18,E,78754,18.34
20182640988,3,AUTO THEFT,Auto Theft,21-Sep-18,2020 E CESAR CHAVEZ ST,3120745.00,10066757,,,C,78702,9.02
20185025005,9,THEFT OF LICENSE PLATE,Theft,2-Jul-18,105 E 5TH ST,3114292.00,10070329,N,3-Jul-18,G,78701,11
20185031027,3,BURGLARY OF VEHICLE,Theft,12-Aug-18,2200 WILLOW CREEK DR,3118401.00,10057171,N,13-Aug-18,H,78741,23.15
20185035424,6,BURGLARY OF VEHICLE,Theft,9-Sep-18,11012 PECAN PARK BLVD,3093405.00,10142772,N,10-Sep-18,A,78613,203.18
20188003789,1,BURGLARY OF VEHICLE,Theft,28-Sep-18,4508 KITTY AVE,3132566.00,10076849,N,2-Oct-18,C,78721,21.09
20185034426,1,THEFT OF LICENSE PLATE,Theft,2-Sep-18,5800 TECHNI CENTER DR,3136581.00,10075175,N,3-Sep-18,C,78721,21.1
20182160335,3,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,4-Aug-18,2101 BURTON DR,3118036.00,10057923,C,4-Aug-18,H,78741,23.15
20181800397,4,BURGLARY NON RESIDENCE,Burglary,29-Jun-18,5445 N IH 35 SVRD NB,3125068.00,10087969,N,28-Aug-18,I,78723,21.05
20185029888,8,BURGLARY OF VEHICLE,Theft,4-Aug-18,4424 S MOPAC EXPY SVRD NB,3091612.00,10060014,N,6-Aug-18,D,78735,19.15
20185029889,7,BURGLARY OF VEHICLE,Theft,4-Aug-18,15119 N IH 35 SVRD NB,3136761.00,10135760,N,6-Aug-18,E,78660,18.57
20185029891,6,BURGLARY OF VEHICLE,Theft,5-Aug-18,11012 PECAN PARK BLVD,3093405.00,10142772,N,6-Aug-18,A,78613,203.18
20185027045,1,BURGLARY OF VEHICLE,Theft,17-Jul-18,1011 CATALPA ST,3118789.00,10072116,N,20-Jul-18,C,78702,8.04
20185042446,9,BURGLARY OF VEHICLE,Theft,23-Oct-18,1007 WEST AVE,3112393.00,10073111,N,24-Oct-18,G,78701,11
20188002746,6,THEFT BY SHOPLIFTING,Theft,7-Jul-18,14028 N US 183 HWY SVRD SB,3093585.00,10146428,N,24-Jul-18,A,78613,203.18
20185034814,6,THEFT BY SHOPLIFTING,Theft,4-Sep-18,11637 RESEARCH BLVD SVRD NB,3112093.00,10124664,N,5-Sep-18,A,78759,17.54
20182060278,4,AUTO THEFT,Auto Theft,25-Jul-18,9420 N IH 35 SVRD SB,3130704.00,10104509,N,26-Jul-18,E,78753,18.23
20185027564,3,BURGLARY OF VEHICLE,Theft,20-Jul-18,3600 S IH 35 SVRD SB,3112780.00,10054090,N,23-Jul-18,D,78704,23.08
20185026000,4,BURGLARY OF VEHICLE,Theft,10-Jul-18,7806 CLOCK TOWER DR,3128656.00,10096432,N,31-Jul-18,I,78753,18.13
20182910653,7,BURG NON RESIDENCE SHEDS,Burglary,18-Oct-18,3001 ESPERANZA XING,3119904.00,10118288,N,24-Oct-18,A,78758,18.49
20185029327,10,BURGLARY OF VEHICLE,Theft,1-Aug-18,7201 WOOD HOLLOW DR,3111009.00,10102787,N,1-Aug-18,B,78731,17.52
20182841945,9,BURGLARY OF RESIDENCE,Burglary,11-Oct-18,4220 BERKMAN DR,3127452.00,10080805,N,12-Oct-18,B,78723,3.06
20182851688,5,BURGLARY OF RESIDENCE,Burglary,12-Oct-18,1500 MATTHEWS LN,3096131.00,10044781,N,16-Oct-18,F,78745,24.24
20185035345,7,BURGLARY OF VEHICLE,Theft,8-Sep-18,12400 N IH 35 SVRD SB,3134430.00,10120298,N,10-Sep-18,E,78753,18.26
20185035476,4,THEFT OF LICENSE PLATE,Theft,9-Sep-18,1524 RUTLAND DR,3123682.00,10108683,N,25-Sep-18,E,78758,18.21
20182181169,3,AGG ASSAULT,Agg Assault,6-Aug-18,2001 BURTON DR,3118057.00,10058233,C,6-Aug-18,H,78741,23.15
20183180549,2,BURGLARY OF RESIDENCE,Burglary,14-Nov-18,8858 TALINE CIR,3099459.00,10035442,C,14-Nov-18,F,78748,24.21
20185050829,2,BURGLARY OF VEHICLE,Theft,17-Dec-18,512 EBERHART LN,3101923.00,10045952,N,19-Dec-18,F,78745,24.02
20185039273,5,THEFT,Theft,3-Oct-18,1701 W BEN WHITE BLVD SVRD EB,3101460.00,10055472,N,10-Oct-18,D,78745,20.02
20185033647,8,BURGLARY OF VEHICLE,Theft,28-Aug-18,1701 SPYGLASS DR,3099855.00,10066316,N,29-Aug-18,D,78746,19.11
20185033665,9,THEFT OF BICYCLE,Theft,28-Aug-18,500 E CESAR CHAVEZ ST,3115352.00,10068645,N,29-Aug-18,G,78701,11
20188003642,10,BURGLARY OF VEHICLE,Theft,10-Sep-18,1200 W 40TH ST,3113757.00,10085693,N,18-Sep-18,B,78756,2.04
20188003553,1,THEFT OF BICYCLE,Theft,12-Sep-18,3019 E 12TH ST,3126931.00,10074085,N,24-Sep-18,C,78702,8.02
20182771297,7,THEFT,Theft,4-Oct-18,10001 RESEARCH BLVD SVRD NB,3112330.00,10115916,N,4-Dec-18,A,78759,17.53
20182800126,,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,7-Oct-18,6700 BLK FM535,3134600.00,10087177,N,15-Oct-18,I,,
20182950385,9,AUTO THEFT,Auto Theft,22-Oct-18,711 E 32ND ST,3118057.00,10079662,N,30-Oct-18,B,78705,5
20181971024,1,BURGLARY OF RESIDENCE,Burglary,16-Jul-18,8701 FM 969 RD,3147752.00,10074327,N,17-Jul-18,C,78725,22.11
20185039798,4,BURGLARY OF VEHICLE,Theft,6-Oct-18,10601 N LAMAR BLVD,3130070.00,10109861,N,6-Nov-18,E,78753,18.23
20185043544,8,BURGLARY OF VEHICLE,Theft,30-Oct-18,2901 S CAPITAL OF TEXAS HWY NB,3094135.00,10066586,N,16-Nov-18,D,78746,19.1
20185043548,3,THEFT,Theft,30-Oct-18,809 SOUTH CENTER ST,3105736.00,10056978,N,31-Oct-18,D,78704,13.07
20185040033,7,BURGLARY OF VEHICLE,Theft,8-Oct-18,1748 OHLEN RD,3120645.00,10105366,N,6-Nov-18,I,78757,18.18
20185043009,8,BURGLARY OF VEHICLE,Theft,26-Oct-18,3601 W WILLIAM CANNON DR,3086610.00,10050549,N,2-Nov-18,D,78749,17.76
20182881002,1,THEFT OF HEAVY EQUIPMENT,Theft,15-Oct-18,1900 CORONADO HILLS DR,3132888.00,10091819,N,17-Oct-18,I,78752,18.11
20185043721,9,THEFT,Theft,31-Oct-18,500 E 4TH ST,3115657.00,10069692,N,1-Nov-18,G,78701,11
20182270696,5,BURGLARY NON RESIDENCE,Burglary,15-Aug-18,815 W SLAUGHTER LN,3095023.00,10035975,N,11-Sep-18,F,78748,24.21
20181870307,9,BURGLARY OF RESIDENCE,Burglary,6-Jul-18,404 RIO GRANDE ST,3111903.00,10070859,N,12-Jul-18,G,78701,11
20181920429,1,AUTO THEFT,Auto Theft,11-Jul-18,1509 NEW YORK AVE,3120647.00,10072354,N,11-Jul-18,C,78702,8.04
20181911293,9,AUTO THEFT,Auto Theft,10-Jul-18,222 E RIVERSIDE DR,3114318.00,10066154,N,11-Jul-18,H,78704,14.01
20182570168,1,DEADLY CONDUCT,Agg Assault,14-Sep-18,6700 BLOCK SANDSHOF DR,3144788.00,10082896,N,9-Oct-18,C,78724,22.02
20182950726,1,BURGLARY OF VEHICLE,Theft,22-Oct-18,1249 SABINE ST,3117209.00,10072575,N,24-Oct-18,B,78701,7
20181991522,9,THEFT BY SHOPLIFTING,Theft,18-Jul-18,525 N LAMAR BLVD,3110740.00,10071581,C,18-Jul-18,G,78703,12
20182581486,6,BURGLARY OF RESIDENCE,Burglary,15-Sep-18,13716 CAMP COMFORT LN,3097920.00,10149192,N,17-Oct-18,A,78717,203.11
20185040458,7,BURGLARY OF VEHICLE,Theft,10-Oct-18,5400 N LAMAR BLVD,3118092.00,10090506,N,31-Oct-18,I,78756,2.05
20185023938,7,BURGLARY OF VEHICLE,Theft,25-Jun-18,13001 CENTER LAKE DR,3137052.00,10122541,N,23-Jul-18,E,78753,18.39
20182820409,3,AGG ASSAULT,Agg Assault,9-Oct-18,4400 BLOCK E RIVERSIDE DR,3121367.00,10058225,N,11-Oct-18,H,78741,23.18
20185041830,8,THEFT,Theft,18-Oct-18,5300 S MOPAC EXPY SVRD NB,3088389.00,10057166,C,13-Dec-18,D,78749,17.5
20185030707,5,THEFT,Theft,9-Aug-18,2010 RABB GLEN ST,3103731.00,10063843,N,13-Aug-18,D,78704,13.04
20185030715,7,BURGLARY OF VEHICLE,Theft,9-Aug-18,12501 TECH RIDGE BLVD,3138829.00,10118547,N,13-Aug-18,E,78753,18.39
20185034693,9,THEFT OF BICYCLE,Theft,4-Sep-18,2304 LEON ST,3111974.00,10077827,N,4-Sep-18,B,78705,6.04
20182680497,1,BURGLARY OF VEHICLE,Theft,25-Sep-18,6602 CARISBROOKE LN,3154406.00,10102533,N,27-Sep-18,C,78754,18.56
20182681243,3,THEFT,Theft,25-Sep-18,6010 E RIVERSIDE DR,3126195.00,10055989,N,1-Oct-18,H,78741,23.18
20182860937,8,THEFT FROM PERSON,Theft,13-Oct-18,2015 ANDREW ZILKER RD,3106578.00,10069460,N,18-Oct-18,D,78746,19.11
20181780362,3,BURGLARY NON RESIDENCE,Burglary,27-Jun-18,1144 AIRPORT BLVD,3128398.00,10072590,N,30-Aug-18,C,78702,8.01
20185040857,1,BURGLARY OF VEHICLE,Theft,13-Oct-18,2307 MANOR RD,3122175.00,10076839,N,15-Oct-18,C,78722,4.02
20185040606,7,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,11-Oct-18,13609 N IH 35 SVRD NB,3135873.00,10127479,N,18-Oct-18,E,78753,18.39
20188002916,9,THEFT,Theft,27-Jul-18,900 W 23RD ST,3112899.00,10077816,N,3-Aug-18,B,78705,6.04
20185047285,6,BURGLARY OF VEHICLE,Theft,25-Nov-18,11215 RESEARCH BLVD SVRD NB,3112540.00,10121808,N,26-Nov-18,A,78759,17.54
20185047317,1,THEFT,Theft,25-Nov-18,1302 HILLCREST DR,3128160.00,10089485,N,27-Nov-18,I,78723,21.04
20182240456,1,BURGLARY OF VEHICLE,Theft,12-Aug-18,2115 E 22ND ST,3121665.00,10076434,C,12-Aug-18,C,78722,4.02
20185037662,1,BURGLARY OF VEHICLE,Theft,22-Sep-18,3313 HYCREEK DR,3136451.00,10084836,N,24-Sep-18,I,78723,21.07
20185039544,2,THEFT,Theft,4-Oct-18,6501 S CONGRESS AVE,3103999.00,10044021,N,12-Dec-18,F,78745,24.02
20185024186,3,BURGLARY OF VEHICLE,Theft,26-Jun-18,6000 FAIRWAY ST,3126474.00,10057206,N,27-Jun-18,H,78741,23.18
20185042308,7,THEFT,Theft,22-Oct-18,8000 RESEARCH BLVD SVRD SB,3122467.00,10101379,N,23-Oct-18,I,78757,18.18
20185043927,5,THEFT BY SHOPLIFTING,Theft,2-Nov-18,9500 S IH 35 SVRD SB,3099306.00,10032153,N,2-Nov-18,F,78748,24.21
20183010181,3,BURGLARY OF VEHICLE,Theft,28-Oct-18,907 JUANITA ST,3107582.00,10060983,C,19-Nov-18,D,78704,13.07
20185035883,4,THEFT BY SHOPLIFTING,Theft,11-Sep-18,9914 N IH 35 SVRD NB,3131810.00,10105683,,,E,78753,18.33
20182481085,9,THEFT BY SHOPLIFTING,Theft,5-Sep-18,917 N LAMAR BLVD,3111344.00,10073099,N,7-Sep-18,G,78703,12
20185041529,8,BURGLARY OF VEHICLE,Theft,17-Oct-18,6718 SILVERMINE DR,3068081.00,10061543,N,22-Oct-18,D,78736,17.69
20182970252,4,AUTO THEFT,Auto Theft,24-Oct-18,7020 GRAND CANYON DR,3128790.00,10092240,N,25-Oct-18,I,78752,18.12
20188004055,8,THEFT FROM PERSON,Theft,15-Oct-18,2100 BARTON SPRINGS RD,3106393.00,10070460,N,16-Oct-18,D,78746,19.11
20185026160,9,THEFT,Theft,11-Jul-18,3110 RED RIVER ST,3118913.00,10079203,N,11-Jul-18,B,78705,4.01
20185034043,1,THEFT,Theft,30-Aug-18,5108 BANTOM WOODS BND,3149147.00,10073293,N,31-Aug-18,C,78724,22.11
20182891168,8,THEFT,Theft,16-Oct-18,2901 S CAPITAL OF TEXAS HWY NB,3094135.00,10066586,N,6-Nov-18,D,78746,19.1
20182900884,2,AUTO THEFT,Auto Theft,17-Oct-18,3819 PRESIDENTIAL BLVD,3138788.00,10048288,,,AP,78719,9800
20185042937,6,BURGLARY OF VEHICLE,Theft,26-Oct-18,9725 NORTH LAKE CREEK PKWY,3096523.00,10146505,N,1-Nov-18,A,78717,203.11
20181731060,1,THEFT,Theft,22-Jun-18,5405 DOWNS DR,3134638.00,10074997,N,6-Jul-18,C,78721,21.1
20182150129,4,BURGLARY OF VEHICLE,Theft,3-Aug-18,10810 TOPPERWEIN DR,3124929.00,10113966,N,6-Aug-18,E,78758,18.21
20183150520,2,MURDER,Murder,11-Nov-18,4701 S IH 35 SVRD NB,3110888.00,10048856,C,23-Jan-19,F,78744,24.11
20185042072,8,THEFT,Theft,20-Oct-18,7101 S MOPAC EXPY SVRD NB,3083723.00,10051222,N,22-Oct-18,D,78749,17.76
20182220156,1,AGG ROBBERY/DEADLY WEAPON,Robbery,10-Aug-18,E 11TH ST / BRANCH ST,3117867.00,10071550,N,24-Sep-18,C,78702,8.04
20185041374,3,BURGLARY OF VEHICLE,Theft,16-Oct-18,2306 WICKERSHAM LN,3121199.00,10056861,N,17-Oct-18,H,78741,23.14
20181851229,9,THEFT,Theft,4-Jul-18,W 4TH ST / GUADALUPE ST,3113007.00,10070402,N,9-Jul-18,G,78701,11
20181930801,9,AUTO THEFT,Auto Theft,12-Jul-18,5102 AVENUE F,3120273.00,10088285,N,16-Jul-18,I,78751,3.05
20185050099,7,BURGLARY OF VEHICLE,Theft,13-Dec-18,2707 O NEAL LN,3124429.00,10125558,N,17-Dec-18,A,78759,18.29
20185039678,10,BURGLARY OF VEHICLE,Theft,5-Oct-18,3505 W 35TH ST,3105243.00,10087230,N,8-Oct-18,B,78703,16.04
20182521307,6,BURGLARY NON RESIDENCE,Burglary,9-Sep-18,9813 ANDERSON MILL RD,3095816.00,10135297,N,17-Oct-18,A,78750,204.05
20185037927,,AGG RAPE OF A CHILD,Rape,24-Sep-18,,,,N,10-Jan-19,UK,,
20188004692,6,THEFT,Theft,28-Nov-18,8011 CAHILL DR,3105347.00,10135899,N,29-Nov-18,A,78729,204.1
20183321159,3,THEFT,Theft,28-Nov-18,2508 E RIVERSIDE DR,3120958.00,10059176,C,28-Nov-18,H,78741,23.04
20188004096,8,THEFT FROM PERSON,Theft,14-Oct-18,2100 BARTON SPRINGS RD,3106393.00,10070460,N,22-Oct-18,D,78746,19.11
20182911621,7,BURGLARY OF VEHICLE,Theft,18-Oct-18,11811 DOMAIN DR,3119500.00,10120433,N,23-Oct-18,A,78758,18.49
20185041257,8,THEFT,Theft,16-Oct-18,6806 EDINBURGH CV,3085343.00,10051702,N,16-Oct-18,D,78749,17.76
20185041327,9,THEFT,Theft,16-Oct-18,1201 BARBARA JORDAN BLVD,3124601.00,10084923,N,16-Oct-18,B,78723,3.06
20185038696,4,THEFT,Theft,28-Sep-18,700 DELMAR AVE,3126223.00,10096075,N,1-Oct-18,I,78752,18.04
20185041787,5,THEFT,Theft,18-Oct-18,3424 W WILLIAM CANNON DR,3087466.00,10050389,N,22-Oct-18,D,78745,17.5
20183240824,7,THEFT,Theft,20-Nov-18,12407 N MOPAC EXPY NB,3125641.00,10125365,N,20-Nov-18,A,78758,18.5
20185048340,6,THEFT,Theft,2-Dec-18,10800 LAKELINE BLVD,3096821.00,10148026,N,6-Dec-18,A,78717,203.11
20183111418,3,RAPE,Rape,7-Nov-18,,,,C,7-Dec-18,D,78745,24.03
20183120750,2,BURGLARY NON RESIDENCE,Burglary,8-Nov-18,727 W STASSNEY LN,3101859.00,10048818,N,29-Jan-19,F,78745,24.1
20183320618,4,THEFT OF BICYCLE,Theft,28-Nov-18,800 E RUNDBERG LN,3131038.00,10103850,N,29-Nov-18,E,78753,18.33
20185043160,7,BURGLARY OF VEHICLE,Theft,28-Oct-18,12924 HEYERDAHL DR,3141953.00,10120083,N,1-Nov-18,E,78753,18.39
20182981615,4,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,25-Oct-18,301 E APPLEGATE DR,3131609.00,10108427,N,1-Nov-18,E,78753,18.23
20185044991,5,THEFT BY SHOPLIFTING,Theft,8-Nov-18,9500 S IH 35 SVRD SB,3099306.00,10032153,N,9-Nov-18,F,78748,24.21
20185044234,7,BURGLARY OF VEHICLE,Theft,4-Nov-18,12509 N LAMAR BLVD,3133635.00,10122508,N,5-Nov-18,E,78753,18.48
20182691548,5,THEFT BY SHOPLIFTING,Theft,26-Sep-18,9300 S IH 35 SVRD SB,3100423.00,10033116,C,27-Sep-18,F,78748,24.21
20185031605,7,BURGLARY OF VEHICLE,Theft,15-Aug-18,9607 RESEARCH BLVD SVRD NB,3112956.00,10114736,N,14-Sep-18,A,78759,17.53
20182621301,3,THEFT,Theft,19-Sep-18,710 E BEN WHITE BLVD SVRD WB,3111061.00,10053193,C,26-Sep-18,D,78704,23.08
20185044066,4,BURGLARY OF VEHICLE,Theft,2-Nov-18,7604 N IH 35 SVRD SB,3126588.00,10096549,N,6-Nov-18,I,78752,18.04
20183360724,10,THEFT,Theft,2-Dec-18,11000 JOLLYVILLE RD,3111553.00,10120577,C,2-Dec-18,A,78759,17.22
20185030628,2,THEFT,Theft,9-Aug-18,600 E WILLIAM CANNON DR,3105393.00,10042916,N,20-Sep-18,F,78745,24.02
20188004604,2,THEFT,Theft,20-Nov-18,6600 ELM CREEK DR,3108414.00,10041271,N,26-Nov-18,F,78744,24.27
20188004550,10,BURGLARY OF VEHICLE,Theft,15-Nov-18,ENFIELD RD / LAKE AUSTIN BLVD,3101138.00,10080657,N,19-Nov-18,B,78703,16.02
20188004003,8,THEFT FROM PERSON,Theft,11-Oct-18,2100 BARTON SPRINGS RD,3106393.00,10070460,N,15-Oct-18,D,78746,19.11
20182631447,4,THEFT,Theft,20-Sep-18,10111 N LAMAR BLVD,3129379.00,10108475,N,25-Sep-18,E,78753,18.23
20185046389,7,THEFT FROM AUTO,Theft,18-Nov-18,1707 PALO DURO RD,3116172.00,10094531,N,19-Nov-18,I,78757,15.05
20185046637,7,BURGLARY OF VEHICLE,Theft,19-Nov-18,1100 CENTER RIDGE DR,3135594.00,10125815,N,20-Nov-18,E,78753,18.39
20183340455,8,BURG NON RESIDENCE SHEDS,Burglary,30-Nov-18,7711 BRODIE LN,3085485.00,10047222,N,17-Dec-18,F,78745,17.29
20185028409,5,BURGLARY OF VEHICLE,Theft,26-Jul-18,2809 W WILLIAM CANNON DR,3090895.00,10048213,N,27-Jul-18,F,78745,17.29
20182200730,5,THEFT OF TRAILER,Theft,8-Aug-18,2302 BARTON VILLAGE CIR,3102013.00,10062317,N,15-Aug-18,D,78704,19.01
20182471142,3,AUTO THEFT,Auto Theft,4-Sep-18,1333 SHORE DISTRICT DR,3119440.00,10061926,C,26-Nov-18,H,78741,23.04
20185049705,6,BURGLARY OF VEHICLE,Theft,10-Dec-18,12827 N FM 620 RD NB,3093981.00,10142323,N,13-Dec-18,A,78750,204.03
20188003824,9,BURGLARY OF VEHICLE,Theft,1-Oct-18,1824 S IH 35 SVRD NB,3116198.00,10060244,N,2-Oct-18,H,78741,14.03
20185040950,7,BURGLARY OF VEHICLE,Theft,14-Oct-18,1200 E PARMER LN,3141599.00,10117562,N,15-Oct-18,E,78753,18.39
20185034517,3,BURGLARY OF VEHICLE,Theft,3-Sep-18,1902 WILLOW CREEK DR,3119051.00,10058533,N,4-Sep-18,H,78741,23.15
20185037198,2,THEFT,Theft,19-Sep-18,7320 S CONGRESS AVE,3102871.00,10040660,N,20-Sep-18,F,78745,24.22
20185044494,4,THEFT,Theft,5-Nov-18,210 E WALNUT DR,3127415.00,10101094,N,7-Nov-18,E,78753,18.06
20185050640,6,BURGLARY OF VEHICLE,Theft,16-Dec-18,11301 LAKELINE BLVD,3094708.00,10147191,,,A,78717,203.11
20183141236,4,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,10-Nov-18,1521 REAGAN HILL DR,3130766.00,10092120,C,14-Nov-18,I,78752,18.11
20182920510,9,AUTO THEFT,Auto Theft,19-Oct-18,1515 BETTY JO DR,3116057.00,10061587,,,H,78704,14.02
20181881560,3,THEFT,Theft,7-Jul-18,710 E BEN WHITE BLVD SVRD WB,3111061.00,10053193,C,8-Jul-18,D,78704,23.08
20182430225,4,AGG ASSAULT WITH MOTOR VEH,Agg Assault,31-Aug-18,9010 GALEWOOD DR,3122208.00,10107272,N,21-Sep-18,E,78758,18.2
20185045014,9,THEFT,Theft,8-Nov-18,605 DAVIS ST,3115514.00,10067884,N,9-Nov-18,G,78701,11
20182961313,1,AUTO THEFT,Auto Theft,23-Oct-18,4701 E MARTIN LUTHER KING JR BLVD,3133747.00,10077675,,,C,78721,21.09
20181940747,7,AUTO THEFT,Auto Theft,13-Jul-18,12138 N LAMAR BLVD,3133053.00,10118644,N,17-Jul-18,E,78758,18.26
20183241557,7,RAPE,Rape,20-Nov-18,,,,O,21-Jan-19,I,78757,15.04
20183560468,8,AUTO THEFT,Auto Theft,22-Dec-18,8000 W US 290 HWY,3068306.00,10056145,N,15-May-19,D,78736,17.69
20183271369,3,AUTO THEFT,Auto Theft,23-Nov-18,2409 TOWN LAKE CIR,3120752.00,10060170,N,23-Nov-18,H,78741,23.04
20185040679,4,THEFT BY SHOPLIFTING,Theft,12-Oct-18,8311 RESEARCH BLVD SVRD NB,3122242.00,10103148,N,16-Oct-18,E,78758,18.05
20185045700,9,BURGLARY OF VEHICLE,Theft,13-Nov-18,1000 E 41ST ST,3121344.00,10082703,N,14-Nov-18,B,78751,3.02
20183141225,1,BURGLARY OF RESIDENCE,Burglary,10-Nov-18,6919 CARWILL DR,3145075.00,10083686,,,C,78724,22.02
20185047343,8,BURGLARY OF VEHICLE,Theft,26-Nov-18,7912 W US 290 HWY,3068784.00,10055787,N,26-Dec-18,D,78736,17.69
20185024592,5,THEFT BY SHOPLIFTING,Theft,29-Jun-18,1100 S LAMAR BLVD,3108188.00,10066117,N,29-Jun-18,D,78704,13.03
20185051440,7,BURGLARY OF VEHICLE,Theft,21-Dec-18,2114 ST JOSEPH BLVD,3117271.00,10101187,N,21-Dec-18,I,78757,15.04
20188004558,9,THEFT FROM BUILDING,Theft,15-Nov-18,4900 MUELLER BLVD,3125556.00,10083907,N,20-Nov-18,B,78723,3.06
20185049157,4,THEFT,Theft,7-Dec-18,602 W ELLIOTT ST,3126502.00,10102600,N,17-Dec-18,E,78753,18.06
20183081496,4,THEFT,Theft,4-Nov-18,1030 NORWOOD PARK BLVD,3129996.00,10096983,C,4-Nov-18,I,78753,18.13
20185032817,1,BURGLARY OF VEHICLE,Theft,23-Aug-18,7010 E US 290 HWY SVRD WB,3131948.00,10090805,N,23-Aug-18,I,78752,18.11
20182781705,7,THEFT,Theft,5-Oct-18,3311 ESPERANZA XING,3118196.00,10118869,C,30-Nov-18,A,78758,18.49
20183381541,6,BURGLARY NON RESIDENCE,Burglary,4-Dec-18,12860 N US 183 HWY SVRD SB,3103483.00,10130993,N,7-Feb-19,A,78750,204.05
20182350952,2,BURGLARY OF RESIDENCE,Burglary,23-Aug-18,9001 PALACE PKWY,3095445.00,10036835,N,27-Aug-18,F,78748,24.23
20185047199,1,THEFT,Theft,24-Nov-18,6809 SHANNON DR,3145832.00,10083220,N,12-Dec-18,C,78724,22.02
20183451508,5,BURGLARY OF RESIDENCE,Burglary,11-Dec-18,2619 AYLESBURY LN,3090036.00,10045142,N,18-Jan-19,F,78745,17.28
20185051293,5,THEFT BY SHOPLIFTING,Theft,20-Dec-18,2300 W BEN WHITE BLVD SVRD WB,3098945.00,10057577,N,19-Apr-19,D,78704,20.04
20183260378,3,BURGLARY OF VEHICLE,Theft,22-Nov-18,1807 BRIAR HILL DR,3118617.00,10059139,N,28-Nov-18,H,78741,23.15
20185036060,4,BURGLARY OF VEHICLE,Theft,12-Sep-18,6513 N IH 35 SVRD NB,3125768.00,10092443,N,13-Sep-18,I,78752,18.12
20183340302,4,BURGLARY OF VEHICLE,Theft,30-Nov-18,605 MASTERSON PASS,3129737.00,10107910,N,3-Dec-18,E,78753,18.23
20182101158,7,BURG NON RESIDENCE SHEDS,Burglary,29-Jul-18,3100 ESPERANZA XING,3119479.00,10118820,N,31-Jul-18,A,78758,18.49
20181920163,,THEFT,Theft,11-Jul-18,13201 N FM 620 RD,3096967.00,10143063,C,18-Jul-18,A,,
